input_id,water_name,water_name_ref,GNIS_NAME,LENGTHKM,PERMANENT_IDENTIFIER,COMID,REACHCODE,snap_xy,snap_m,closest_node_m,closest,name_check,mult_reach_ct,name_check_txt,mr_meas,message
BLMMaster-14070,BIRCH CREEK,birch creek,Mud Creek,2.98518551,23230517,23230517,1.70402E+13,POINT (-112.982179017394 44.26093285443964),32.15985745,1162.569629,1,0.6,1,likely name match based on fuzzy match,33.89208,
BLM13-5073,GREEN RIVER,green river,Green River,8.841587114,3897391,3897391,1.406E+13,POINT (-109.8928857313961 39.79965532088661),32.13645075,2243.493296,1,1,1,exact name match,71.6954,
BLMMaster-12953,MUDDY CREEK,muddy creek,Muddy Creek,0.766914975,18349477,18349477,1.40401E+13,POINT (-110.0674576556961 42.6106427641788),32.1222751,39.33278318,1,1,1,exact name match,2.86518,
BLM13-5004,WEST FORK DOUGLAS CREEK,west fork douglas creek,West Douglas Creek,2.089491687,5312326,5312326,1.405E+13,POINT (-108.7292025506244 39.84982051389389),32.00764677,481.8984644,1,0.87804878,1,most likely name match based on fuzzy match,59.33195,
BLMMaster-15010,"Grande, Rio","grande, rio",Rio Grande,2.662392285,17864594,17864594,1.30201E+13,POINT (-105.7698058397954 36.30387371838597),32.00430639,157.8243656,1,0.571428571,1,,6.17083,
{07D46348-D4EC-4399-B5F5-25573C507F04},nan,nan,Clear Creek,4.18778669,23894340,23894340,1.71003E+13,POINT (-122.3130156008449 43.1169203603827),31.94965566,1354.611718,1,0.142857143,1,nan,64.13652,
BLMMaster-13178,RATTLESNAKE CREEK,rattlesnake creek,Rattlesnake Creek,1.653154232,23505206,23505206,1.70602E+13,POINT (-113.9973288673344 44.96316933120967),31.93997984,975.8540685,1,1,1,exact name match,47.76587,
BLMMaster-41794,OJO CALIENTE,ojo caliente,Cañada Ancha,0.318037415,17847282,17847282,1.30201E+13,POINT (-106.0490410789807 36.21251307715104),31.93826251,49.21509123,1,0.25,1,nan,88.69238,
{3374B0FF-F0FD-4B1D-91D9-16B3036C8283},nan,nan,Gray Wolf River,0.332163915,23997396,23997396,1.711E+13,POINT (-123.11429834536 47.96841751899569),31.93215182,55.29843767,1,0.111111111,1,,16.96806,
{61044B52-098B-4E07-A6C0-D1212EE28190},nan,nan,Ivy Creek,2.669556107,23781667,23781667,1.709E+13,POINT (-122.1284127895947 44.63275885351709),31.88704602,1174.470673,1,0,1,,44.55835,
BLM13-1142,Lake Creek,lake creek,Lake Creek,2.219873516,23551208,23551208,1.70602E+13,POINT (-115.8798217835221 45.37214508586248),31.82994643,972.7160469,1,1,1,exact name match,54.68506,
BLM13-7005,Scotts Creek,scotts creek,Scotts Creek,1.687634293,8004557,8004557,1.80201E+13,POINT (-123.0476260963236 39.1127600133505),31.80625347,332.2942651,1,1,1,exact name match,79.40639,
{6562BEAE-91DA-4236-ABD7-3DD03EED47E1},nan,nan,,2.438088435,23950001,23950001,1.71003E+13,POINT (-124.2927875195694 42.38024972425287),31.76053173,49.15662285,1,0,1,"no name match, water name and or gnis name not provided",1.24442,
{C73A5744-AC25-4440-8E92-4DC6E835B6C1},nan,nan,,2.078714689,23881456,23881456,1.71002E+13,POINT (-123.6550546730588 44.90231348994023),31.72965301,743.4975378,1,0,1,"no name match, water name and or gnis name not provided",37.90442,
{044ABB1F-F076-4F76-8003-AAB7E4CD07D0},nan,nan,Cul de Sac Creek,2.344515246,23787249,23787249,1.709E+13,POINT (-122.3781074537212 44.29585511663917),31.72424263,632.2712412,1,0.105263158,1,,27.94826,
BLM13-7122,nan,nan,,2.4799917,12395002,12395002,1.00301E+13,POINT (-112.6790404342142 47.63686221722805),31.69794372,214.5527464,1,0,1,"no name match, water name and or gnis name not provided",8.55974,
{80C76845-3DA2-4428-8EC2-82777F817BB1},nan,nan,Deer Creek,2.345433844,23890074,23890074,1.71002E+13,POINT (-123.717903325472 44.1607053065548),31.68683207,702.0303584,1,0,1,,35.66653,
{55317DF6-D1B3-4A45-B720-0A27216EBFC8},nan,nan,Trinity River,1.537142996,8242014,8242014,1.80102E+13,POINT (-122.6210173361028 41.26021377334497),31.67138327,714.9469583,1,0.125,1,,48.74143,
{52F05D7C-58C1-4A36-A059-48EA00DAA943},nan,nan,,2.386597246,23896014,23896014,1.71003E+13,POINT (-122.3268292044765 43.10728931495559),31.6699843,100.893345,1,0,1,"no name match, water name and or gnis name not provided",95.73892,
{31FB8D1B-CF3E-45D1-8A2E-89DEDC1AC873},nan,nan,Bear Creek,2.400952045,23901201,23901201,1.71003E+13,POINT (-123.6369506422808 42.7949945020888),31.65202273,744.2081898,1,0.153846154,1,,33.9121,
{7A7A8CF9-B50C-4361-8905-329010E85BEF},nan,nan,Martin Creek,3.391677889,23903405,23903405,1.71003E+13,POINT (-123.475236792488 42.81328434932221),31.63239695,162.9343498,1,0.266666667,1,nan,95.70804,
{6888A707-E086-4649-A241-4B4497B74BA5},nan,nan,Clarence Creek,5.903729043,23876857,23876857,1.71002E+13,POINT (-123.6381631050026 45.26889237391465),31.63178269,2135.149834,1,0.235294118,1,,39.96343,
BLMMaster-13036,FORD CREEK,ford creek,Ford Creek,7.447858183,3907793,3907793,1.406E+13,POINT (-110.9545398525347 39.7798570763639),31.56252355,2722.167098,1,1,1,exact name match,41.75561,
{24DF7217-3584-42BD-9563-4690AD64B456},nan,nan,North Fork Coquille River,8.511475964,23915075,23915075,1.71003E+13,POINT (-123.8928393681696 43.3010005056517),31.43114648,433.584889,1,0.071428571,1,nan,94.78734,
{650D3E8B-EC09-4484-9869-9A9B4C6B58E4},nan,nan,,2.25582889,23946029,23946029,1.71003E+13,POINT (-123.5765795367554 42.04622078741171),31.421896,395.2423626,1,0,1,"no name match, water name and or gnis name not provided",17.29209,
BLM14-9008,Escalante River,escalante river,Escalante River,1.630832896,3277867,3277867,1.407E+13,POINT (-111.3971457094887 37.76685108293126),31.37508499,154.2805938,1,1,1,exact name match,90.90521,
{AD7BEAEC-1C3B-4800-A6F4-B62E048722BA},nan,nan,,2.800743715,23945877,23945877,1.71003E+13,POINT (-123.4773589577392 42.18198066612632),31.36080319,965.8398976,1,0,1,"no name match, water name and or gnis name not provided",35.87591,
{C6B28904-444C-4B1A-9997-D29A49B9750C},nan,nan,Layng Creek,1.661163657,23759574,23759574,1.709E+13,POINT (-122.651589649085 43.73215699830902),31.29172484,82.20620563,1,0.285714286,1,,95.88083,
BLMMaster-10866,BEAVER CREEK,beaver creek,,9.559443836,18375670,18375670,1.403E+13,POINT (-108.2152642703148 38.07492470948861),31.25773948,897.6770263,1,0,1,"no name match, water name and or gnis name not provided",9.66275,
BLMMaster-15090,"Nutrias, Rio","nutrias, rio",Rio Nutrias,3.380688946,17844106,17844106,1.30201E+13,POINT (-106.6839732786417 36.55778713446523),31.24604273,32.62919217,1,0.608695652,1,likely name match based on fuzzy match,99.64735,
BLMMaster-27382,DUFFY CREEK,duffy creek,Duffy Creek,0.607145189,23091313,23091313,1.702E+13,POINT (-119.9451212025482 47.49659786777651),31.24326075,112.0891372,1,1,1,exact name match,82.91692,
RA-TR-1431,PETE CREEK,pete creek,Pete Creek,8.705544067,15955242,15955242,1.018E+13,POINT (-107.2491033845829 42.2989070438157),31.22348058,2995.089082,1,1,1,exact name match,60.91499,
BLM14-9436,Green River,green river,Green River,1.363296223,3897895,3897895,1.406E+13,POINT (-110.061262117984 39.24693606657961),31.21616037,619.4844028,1,1,1,exact name match,48.76585,
BLMMaster-10893,COLORADO RIVER,colorado river,Colorado River,1.58046721,3179468,3179468,1.401E+13,POINT (-108.8744540121122 39.18524569367696),31.15981171,nan,1,1,1,exact name match,57.95331,
{66F3E90B-50DD-49AB-B822-5BDE6309487B},nan,nan,Abbott Creek,0.926096846,23923850,23923850,1.71003E+13,POINT (-122.5124033515654 42.88637058990743),31.11862399,306.1618609,1,0.133333333,1,,65.5658,
BLMMaster-17649,TROUT CREEK,trout creek,Trout Creek,10.50534237,10683178,10683178,1.60203E+13,POINT (-113.9398234948415 39.77222530023862),31.05219052,342.1194639,1,1,1,exact name match,96.69834,
BLM13-2098,Elk Valley Creek,elk valley creek,Elk Valley Creek,3.007711685,23901167,23901167,1.71003E+13,POINT (-123.7138363845968 42.84528699979062),31.05114544,805.2054038,1,1,1,exact name match,72.00886,
{6E127EEB-AA7C-4220-A4FC-B67B4C55022D},nan,nan,Wildcat Creek,4.174237122,23889734,23889734,1.71002E+13,POINT (-123.453216507252 43.98957192655544),31.0307645,1707.101467,1,0.125,1,,57.16954,
{B6833974-802F-448C-B138-E1318399FB05},nan,nan,Divide Creek,3.3676636,23781649,23781649,1.709E+13,POINT (-122.1187605465855 44.64665570933647),31.02845375,169.7173534,1,0,1,,4.87294,
{76A9AAD3-7754-4AF8-B9D1-FB8F2414C3E3},nan,nan,Horse Linto Creek,5.349275421,8241218,8241218,1.80102E+13,POINT (-123.4362990699092 41.05767752319578),30.99444813,1246.232504,1,0.1,1,nan,75.76799,
{8AA9AE18-CD3D-4111-9B38-64EE7C240F6F},nan,nan,Moores Creek,4.984200084,23950433,23950433,1.71003E+13,POINT (-124.0054251308594 42.19616321204698),30.95059162,1787.710067,1,0,1,nan,63.05275,
{0E84B9D8-4801-4EDD-BC86-F727A7092E0C},nan,nan,,0.763468029,8258143,8258143,1.80102E+13,POINT (-123.1900614500737 41.19297817555691),30.93892619,294.2068771,1,0,1,"no name match, water name and or gnis name not provided",40.37184,
BLMMaster-11645,THOMPSON CREEK,thompson creek,Thompson Creek,4.188503689,1326445,1326445,1.401E+13,POINT (-107.2368862101841 39.32398031430885),30.92139501,2304.804991,1,1,1,exact name match,53.83888,
{559E6FF5-24D7-46F1-98A9-89EFCBA542E6},nan,nan,,3.973734701,23895382,23895382,1.71003E+13,POINT (-122.2054489511113 43.37370090755399),30.88109848,1256.986975,1,0,1,"no name match, water name and or gnis name not provided",33.08742,
{2704B40C-6962-4FF9-B5E1-E18539E33666},nan,nan,Middle Fork Rogue River,8.06065542,23923570,23923570,1.71003E+13,POINT (-122.351037302354 42.7359313429794),30.85859958,2130.909876,1,0,1,,28.30768,
BLMMaster-12513,Unamed,unamed,,11.34448545,10675172,10675172,1.60203E+13,POINT (-112.7447920551904 40.65809335477247),30.83578168,1691.175278,1,0,1,"no name match, water name and or gnis name not provided",15.74474,
{0CC3F4F7-D7AC-44C6-98A2-22206CE3D129},nan,nan,Pioneer Creek,5.52796556,23978340,23978340,1.711E+13,POINT (-121.3489999787713 47.17435107769847),30.81485346,1800.899431,1,0.125,1,nan,35.65865,
{A854E2EB-94C9-BB24-E9C2-9D52426CD2C0},nan,nan,,2.674480425,23936721,23936721,1.71003E+13,POINT (-123.1199429595676 42.15541667758669),30.81088065,1279.950708,1,0,1,"no name match, water name and or gnis name not provided",40.42628,
{75741878-6B81-4E35-8940-1ED0D46813AE},nan,nan,,1.78017621,24092050,24092050,1.80102E+13,POINT (-122.1323687759081 42.88779541384518),30.79296383,818.0351318,1,0,1,"no name match, water name and or gnis name not provided",52.90087,
{F07BD0DF-91B3-4FD8-883C-F4565F272582},nan,nan,Pioneer Creek,5.52796556,23978340,23978340,1.711E+13,POINT (-121.3438765403827 47.17083267420588),30.76140974,2346.284984,1,0.125,1,,46.13021,
FW08VT005,nan,nan,Huntington River,1.305957361,4577670,4577670,4.1504E+12,POINT (-72.96569748479314 44.21443669182095),30.69725102,565.0730421,1,0.210526316,1,,49.38157,
BLM13-6039,Stewart Creek,stewart creek,Stewart Creek,5.479514049,11178943,11178943,1.60401E+13,POINT (-117.4122135958227 38.93932892272326),30.68512879,2499.271693,1,1,1,exact name match,47.34238,
{486DA662-C34A-AFE1-7D7B-77D56A26C12D},nan,nan,Lumgrey Creek,3.642014654,361797,361797,1.80102E+13,POINT (-122.7577122323692 41.91164267403504),30.6514408,900.7132134,1,0,1,nan,25.38613,
{5566D6E3-DE6A-470F-A2E6-369A1ACC1F22},nan,nan,Middle Fork Rogue River,2.500406413,23923572,23923572,1.71003E+13,POINT (-122.2778026173691 42.72105920765071),30.60451048,713.5415211,1,0,1,nan,29.55129,
BLM14-9107,Campbell Creek,campbell creek,,3.65363239,19886539,19886539,1.606E+13,POINT (-117.7110733648478 39.30035492791788),30.5975459,540.4952448,1,0,1,"no name match, water name and or gnis name not provided",85.42309,
{53C6C682-C0C2-4A6C-8C5B-84FC47DE7B6B},nan,nan,Steve Fork,3.549964272,23936101,23936101,1.71003E+13,POINT (-123.3087569268762 42.03533169486904),30.50578975,1136.214536,1,0,1,,34.35425,
{9D5850E7-D0B3-4DF0-81CF-719265B26164},nan,nan,Hills Creek,0.576970403,23752250,23752250,1.709E+13,POINT (-122.2845496498745 43.63086488120117),30.46865315,263.1386709,1,0,1,,55.48654,
{826578BE-C03B-45DF-B33D-CA4D94637DE9},nan,nan,Philpot Creek,6.689243333,8236276,8236276,1.80102E+13,POINT (-123.220407732189 40.44637200651705),30.43927868,327.2402527,1,0,1,nan,5.3932,
{BE21851D-592F-4BE8-BF28-09BC84DEA8BA},nan,nan,Fall Creek,5.653373473,23894882,23894882,1.71003E+13,POINT (-122.861132544229 43.3451485149311),30.42161597,1116.970005,1,0.153846154,1,,79.80778,
{0BA7626D-E786-4F59-A234-D8D6618085F4},nan,nan,,3.407250421,23895964,23895964,1.71003E+13,POINT (-122.942717302222 43.11812385748824),30.37954069,1103.386322,1,0,1,"no name match, water name and or gnis name not provided",38.41584,
BLM13-8137,Slate Creek,slate creek,Slate Creek,1.426530569,20310783,20310783,1.808E+13,POINT (-120.7816189484224 40.83891188737508),30.33169064,189.8503053,1,1,1,exact name match,86.87776,
{92375CA6-8531-4212-A62B-B448C8213CB6},nan,nan,,1.836097139,23915607,23915607,1.71003E+13,POINT (-123.9353364942266 43.1206864693862),30.28242021,585.9983428,1,0,1,"no name match, water name and or gnis name not provided",34.7517,
BLMMaster-11565,East Douglas Creek,east douglas creek,East Douglas Creek,5.841025682,5313126,5313126,1.405E+13,POINT (-108.641712701237 39.78051882998184),30.26903279,287.2173992,1,1,1,exact name match,5.21309,
{635251CC-ED3A-44E7-8785-7A2C4BB6D300},nan,nan,,4.535453598,24505740,24505740,1.70701E+13,POINT (-121.6578336839482 45.8596330071896),30.25553487,907.1370055,1,0,1,"no name match, water name and or gnis name not provided",21.36584,
{8579C144-0790-48A0-B974-E8515842BA33},nan,nan,West Fork Cow Creek,3.632793469,23901147,23901147,1.71003E+13,POINT (-123.618993928552 42.80111813148415),30.17920251,1050.200378,1,0,1,,58.6884,
RA-TR-007,Littlefield Exclosure,littlefield exclosure,Littlefield Creek,5.800607057,18272158,18272158,1.405E+13,POINT (-107.3713063496494 41.42325809582062),30.09869844,2127.09476,1,0.789473684,1,most likely name match based on fuzzy match,44.8149,
BLM13-8336,WALL CREEK,wall creek,Wall Creek,0.334133422,9988107,9988107,1.60402E+13,POINT (-119.7298271896913 41.26801358045786),30.02404842,157.0188148,1,1,1,exact name match,47.19004,
{0E1E21EE-2895-4887-B7C8-C6349C2B98E6},nan,nan,Summit Creek,6.082973617,23706326,23706326,1.70703E+13,POINT (-122.0498984622944 43.47809942628406),30.01369566,611.3292254,1,0,1,,11.22259,
BLMMaster-11081,Williams Fork,williams fork,Williams Fork,0.305299707,1237399,1237399,1.401E+13,POINT (-106.1051922544371 39.91085367250506),29.99988558,94.57809121,1,1,1,exact name match,30.34338,
{02081AE1-7860-4FAC-AD6C-1E7F05971055},nan,nan,,4.279421698,4439306,4439306,1.80102E+13,POINT (-123.2829978236267 41.72119995953958),29.98678141,1491.779173,1,0,1,"no name match, water name and or gnis name not provided",37.31093,
{894E367E-9318-46C5-B843-198CD081573D},nan,nan,Silver Creek,8.179718315,23981431,23981431,1.711E+13,POINT (-121.4762155876463 46.95667452672535),29.97853607,1586.144633,1,0,1,,78.82796,
BLM13-5113,LITTLE RED CREEK,little red creek,Little Red Creek,1.8496717,10035700,10035700,1.40401E+13,POINT (-109.0791540709863 41.04995500019145),29.95109029,782.4239567,1,1,1,exact name match,44.62029,
BLM13-6017,WYMAN CREEK,wyman creek,Wyman Creek,4.923453673,20259139,20259139,1.80902E+13,POINT (-117.9967579835315 37.41013683429163),29.92710699,nan,1,1,1,exact name match,90.15586,
{B3502110-1292-450E-8A50-79C677E287CF},nan,nan,Copper Creek,3.162105473,24242337,24242337,1.708E+13,POINT (-122.2442769057168 45.80092180970647),29.90653218,78.43143675,1,0,1,,97.93574,
BLMMaster-18188,SOUTH FORK SIXMILE CREEK,south fork sixmile creek,South Fork Sixmile Creek,0.380078105,7879248,7879248,1.60101E+13,POINT (-111.1852986318787 41.81080715099461),29.8039031,77.60666729,1,1,1,exact name match,1.42782,
BLMMaster-15938,FORD CREEK,ford creek,Ford Creek,0.877813314,17880328,17880328,1.301E+13,POINT (-106.2821109004444 38.18850001975554),29.68845535,131.3444311,1,1,1,exact name match,14.27699,
BLM13-3132,Saltado Creek,saltado creek,Saltado Creek,7.450331278,18375692,18375692,1.403E+13,POINT (-108.1475368678949 38.02136394865733),29.62532579,4456.683706,1,1,1,exact name match,35.67785,
BLM14-9127,Unnamed,unnamed,Reese River,4.058494562,11177713,11177713,1.60401E+13,POINT (-117.3551704119741 39.16332611736888),29.51761821,878.2234222,1,0.111111111,1,nan,76.12272,
BLM14-9232,Meadow Valley Wash,meadow valley wash,Meadow Valley Wash,1.088883719,20595662,20595662,1.501E+13,POINT (-114.2077712635008 38.0006373798017),29.49702484,894.148805,1,1,1,exact name match,26.50149,
{CD3BF4A1-B908-41D9-A981-1A68855E96F0},nan,nan,Buckeye Creek,5.049592613,8245686,8245686,1.80102E+13,POINT (-122.8287451369965 40.79989618834045),29.49537126,646.9778261,1,0,1,nan,13.38153,
BLMMaster-21007,WILSON CREEK,wilson creek,Wilson Creek,5.488003653,24398264,24398264,1.702E+13,POINT (-118.8315491261485 47.71148880965566),29.44091449,2039.12806,1,1,1,exact name match,41.10087,
{0AB48EF5-DE8E-6FDF-B407-2FB0651A8C9B},nan,nan,White Mule Creek,1.293696934,23895550,23895550,1.71003E+13,POINT (-122.1934184386149 43.33360189552137),29.43047053,365.5605553,1,0,1,nan,71.74583,
HD-TR-1452,MILLER CREEK,miller creek,Miller Creek,2.716379775,18353411,18353411,1.40401E+13,POINT (-110.4755840578931 42.29414243839656),29.41411678,1231.239891,1,1,1,exact name match,53.68167,
{78246DDF-BB0C-4D18-9CD7-6AA043F478E7},nan,nan,Donegan Creek,3.988781013,23902719,23902719,1.71003E+13,POINT (-122.6408113223974 42.91339675611998),29.40740152,68.45777724,1,0.375,1,,98.07098,
{7B25CF76-7C77-48F2-9A52-EA6BD6559D81},nan,nan,Ridge Creek,4.572838123,23774605,23774605,1.709E+13,POINT (-122.2372815043433 44.05085986169472),29.31017225,1234.492127,1,0,1,,27.39252,
{65F27320-6AC7-4532-A7A5-8B6CA688F9C3},nan,nan,Little Grass Valley Creek,4.046786585,8246442,8246442,1.80102E+13,POINT (-122.7506309866935 40.65228527111135),29.30664859,1526.096185,1,0.071428571,1,nan,39.92468,
{A91E6ED1-8751-5D75-FF4D-AB28EAFBAAFD},nan,nan,Crooks Creek,2.643425343,23945413,23945413,1.71003E+13,POINT (-123.4716845749167 42.31237022547585),29.30070269,927.186954,1,0,1,nan,63.32459,
BLMMaster-10386,South Fork Corral Creek,south fork corral creek,South Fork Corral Creek,6.020677461,15984971,15984971,1.018E+13,POINT (-106.5493474489935 41.25645806379903),29.26593777,1047.621469,1,1,1,exact name match,19.57616,
{66A68B16-CACE-4614-B5D7-094109242873},nan,nan,Clearwater River,1.691120732,23980857,23980857,1.711E+13,POINT (-121.7806833434219 47.06068662711578),29.25561077,553.9189695,1,0.105263158,1,nan,67.7781,
FW08ME011,nan,nan,Higgins Stream,7.462890981,3320216,3320216,1.03E+12,POINT (-69.55675709213787 44.98325539633737),29.2442824,1598.950906,1,0.235294118,1,,75.89196,
{5C6E1BCA-E590-45E3-A969-F6EB2DEFE585},nan,nan,East Fork Ashland Creek,6.613556985,23931320,23931320,1.71003E+13,POINT (-122.6965977160938 42.11782092476712),29.21685832,1749.947664,1,0.153846154,1,nan,71.45489,
BLMMaster-20723,ROCK CREEK,rock creek,Rock Creek,2.685649155,23470808,23470808,1.70601E+13,POINT (-117.94711048763 47.00363851190153),29.17030161,1069.234851,1,1,1,exact name match,41.89991,
{7B3A873C-071B-4663-B341-A41C19229A2C},nan,nan,,0.834722966,23882244,23882244,1.71002E+13,POINT (-123.6281404796001 44.91691734347815),29.16486279,193.2073751,1,0,1,"no name match, water name and or gnis name not provided",90.32896,
FW08OK005,nan,nan,Red River,4.339130519,13970218,13970218,1.11301E+13,POINT (-99.09365828968654 34.21169588001433),29.13992045,405.1944109,1,0,1,nan,90.66148,
BLM14-9020,Calf Creek,calf creek,Calf Creek,6.9554601,3277833,3277833,1.407E+13,POINT (-111.415338460672 37.81686709533246),29.12948255,4590.74348,1,1,1,exact name match,40.30117,
{14FCA1CF-104E-465A-9533-A6B8FD595807},nan,nan,Newton Creek,8.482628867,24507742,24507742,1.70701E+13,POINT (-121.5762015714456 45.3323413229318),29.12771168,153.406207,1,0.266666667,1,nan,1.99968,
WD-TR-008,Indian Creek,indian creek,Indian Creek,3.956999075,10683480,10683480,1.60203E+13,POINT (-112.7563421368236 39.98344995953615),29.11368952,62.08555838,1,1,1,exact name match,98.70516,
BLM13-4120,Corral Creek,corral creek,Corral Creek,4.645211659,11304166,11304166,1.60402E+13,POINT (-118.788294252213 41.5896417999263),29.10907058,1342.923143,1,1,1,exact name match,68.28485,
BLMMaster-24847,WEST FORK WASHOUGAL RIVER,west fork washougal river,West Fork Washougal River,6.361848737,23736245,23736245,1.708E+13,POINT (-122.2249216003234 45.71296748273163),29.098976,1144.364254,1,1,1,exact name match,18.60881,
BLMMaster-14650,FREEMAN CREEK,freeman creek,Freeman Creek,5.921062314,23504216,23504216,1.70602E+13,POINT (-113.7328784511492 45.27051928132585),29.06753177,2365.276453,1,1,1,exact name match,35.86692,
BLMMaster-10041,Canyon Creek,canyon creek,Canyon Creek,2.900267044,3415468,3415468,1.40401E+13,POINT (-108.6866900638382 40.97134043784014),29.04094667,354.1404406,1,1,1,exact name match,12.51049,
{EAB9C7F9-AEA6-476E-BA33-0C7325960C7F},nan,nan,Hackleman Creek,1.84733964,23773775,23773775,1.709E+13,POINT (-122.1095052978131 44.39246806472996),28.96906374,605.4006852,1,0.222222222,1,,33.2566,
{4578FE25-E77C-4226-B1A1-2265038699D4},nan,nan,,2.386597246,23896014,23896014,1.71003E+13,POINT (-122.3412944821582 43.11954943615815),28.91974615,262.49793,1,0,1,"no name match, water name and or gnis name not provided",10.77777,
BLMMaster-11929,COTTONWOOD CREEK,cottonwood creek,Cottonwood Creek,2.846763334,18348823,18348823,1.40401E+13,POINT (-110.0699997120636 42.74537383835276),28.88609721,620.5313441,1,1,1,exact name match,92.61726,
{45DEEFAD-A70A-4D1B-BAAF-CAA79C5C0512},nan,nan,East Fork Indian Creek,8.882459755,4438700,4438700,1.80102E+13,POINT (-123.4038837584005 41.92912243433112),28.88203455,470.5850389,1,0.24,1,nan,5.59178,
{70E10438-5C9C-CB63-DB55-9ACFBADFAB19},nan,nan,North Fork Calawah River,6.576465592,23838630,23838630,1.71001E+13,POINT (-124.0416128018282 48.01726933298959),28.88095187,2370.16113,1,0.148148148,1,,53.23497,
BLMMaster-11465,WILLOW CREEK,willow creek,Willow Creek,2.734914763,18278867,18278867,1.405E+13,POINT (-107.5381350102962 40.94798107002298),28.84344089,39.69816381,2,1,1,exact name match,0.83838,
BLMMaster-14749,YELLOW CREEK,yellow creek,Yellow Creek,2.186772029,3239637,3239637,1.405E+13,POINT (-108.3879882459593 40.13672477716292),28.78727938,718.0454322,1,1,1,exact name match,40.11579,
UT_WD_SHEEPROCK-1001,SHEEPROCK CANYON,sheeprock canyon,,2.846220481,1197978,1197978,1.603E+13,POINT (-112.511825498564 39.92492978631046),28.76943211,332.2743101,1,0,1,"no name match, water name and or gnis name not provided",12.42551,
{EAC634E3-4DE6-4255-AB9C-F198623F6810},nan,nan,,3.887487281,24423353,24423353,1.703E+13,POINT (-121.3751597827082 46.65092588639768),28.76217317,558.0427475,1,0,1,"no name match, water name and or gnis name not provided",17.31744,
{E410D62E-1DE8-AC1D-C4C7-730A1F1B77C3},nan,nan,,1.440023564,8244530,8244530,1.80102E+13,POINT (-123.1564510228801 40.70239623795808),28.76038371,260.3759723,1,0,1,"no name match, water name and or gnis name not provided",81.75033,
BLMMaster-14233,NORTH HEATHER CREEK,north heather creek,North Heather Creek,3.73252387,15984979,15984979,1.018E+13,POINT (-106.9651320340948 41.24688363327445),28.66780693,1677.111109,1,1,1,exact name match,33.59664,
BLM13-6016,nan,nan,,0.703227906,10674540,10674540,1.60203E+13,POINT (-112.768963069189 40.61663560266661),28.56416311,76.23306679,1,0,1,"no name match, water name and or gnis name not provided",88.99998,
BLMMaster-11673,Littlefield Creek,littlefield creek,Littlefield Creek,10.86627522,18272618,18272618,1.405E+13,POINT (-107.429464659804 41.45470108163283),28.55728649,2266.090071,1,1,1,exact name match,29.86603,
{3C61D34F-DA33-48D1-BE6B-89E115290EBE},nan,nan,,4.976441422,8246418,8246418,1.80102E+13,POINT (-122.9440701246347 40.74712220427146),28.54233455,1461.209221,1,0,1,"no name match, water name and or gnis name not provided",25.82637,
BLMMaster-13322,GROUSE CREEK - RANDOM,grouse creek - random,Grouse Creek,0.171147713,23513662,23513662,1.70602E+13,POINT (-113.7863488535138 44.87695407295224),28.53774882,38.1056284,1,0.727272727,1,likely name match based on fuzzy match,15.3483,
{3AFAAE68-55BE-438F-8BD7-66AAABF8B5B6},nan,nan,Swauk Creek,2.837668442,24125547,24125547,1.703E+13,POINT (-120.6930365423032 47.30891931591595),28.5355588,891.5870867,1,0.142857143,1,,68.06175,
{B93815A6-C99D-4C7B-96C8-DBA8F892B272},nan,nan,Sloan Creek,3.771020935,24265031,24265031,1.711E+13,POINT (-121.2920688994995 48.02780395974701),28.52241342,435.4401831,1,0.285714286,1,nan,13.18761,
BLM13-7008,PENNEL CREEK,pennel creek,Pennel Creek,3.440910603,9815191,9815191,1.01E+13,POINT (-104.818730630161 46.58213043219044),28.49941368,841.183486,1,1,1,exact name match,55.67477,
{23EA5BDF-30C9-4FCC-BAEE-85200C7858DC},nan,nan,Potem Creek,4.550925721,7950854,7950854,1.802E+13,POINT (-122.0345137992127 40.85106921404915),28.47019897,990.7030928,1,0,1,nan,24.10857,
BLMMaster-20751,Cowiche Creek,cowiche creek,Cowiche Creek,10.65144138,24423479,24423479,1.703E+13,POINT (-120.6412541270304 46.62163411750083),28.42785379,4180.647075,1,1,1,exact name match,53.57047,
{B7F37C3F-740D-4841-863C-3CED94127BD3},nan,nan,East Humbug Creek,1.198040312,23780787,23780787,1.709E+13,POINT (-122.0416911337205 44.8207291284585),28.38630199,583.6505328,1,0.1,1,nan,48.38201,
BLMMaster-10546,Dolores River,dolores river,Dolores River,6.034839903,18382527,18382527,1.403E+13,POINT (-108.8786179612114 38.16312145237747),28.3606198,1051.488036,1,1,1,exact name match,37.25968,
{3A6905C1-B00D-42B0-B59B-547EA7B5DECD},nan,nan,Alec Creek,3.638778607,24242153,24242153,1.708E+13,POINT (-121.8569237183881 46.17970242520538),28.3443062,556.7420445,1,0.153846154,1,nan,15.33073,
{29B88BA6-23C6-4585-BEAF-D5367546BCF3},nan,nan,,3.252509137,8232692,8232692,1.80102E+13,POINT (-123.3980072626449 40.55761297679337),28.2889997,1074.295874,1,0,1,"no name match, water name and or gnis name not provided",35.51556,
BLM14-9036,Boulder Creek,boulder creek,Boulder Creek,8.05082907,3277801,3277801,1.407E+13,POINT (-111.3703014914818 37.78990757573575),28.28119266,957.2201014,1,1,1,exact name match,14.85248,
