"","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","ADMIN_ST","PARENT_CD","ADMIN_UNIT_CD","STRTM","TRGTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN","PL_TL_FN6","BNK_CVR","BNK_CVR_STBLTY","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BNK_CVR_VEG","BNKFLL_HT","INCSN_HT","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","BVR_FLW_MD","BVR_SGN","WTR_WTHDRWL","DATECHNGE","CHNGRSN","GlobalID","coords.x1","coords.x2","optional"
"406","HC-SS-8465","NO NAME","BLM13-8465","11783","2013/07/06 00:00:00",NA,"1",41.3105,-119.9519,"NorCal","WADEABLE","CA","CAN00000","CAN07000","Home Camp","Random","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.3103,-119.9527,41.3108,-119.9512,150,"Sampled - Full Reach",18.2,27.5,0.72,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,29.09044954,"NV_MMI","Pass",300,629.2,154.1,336,51.9,407.6,149.2,9.02,29.8,NA,NA,NA,NA,0,0,78.1,NA,NA,NA,NA,NA,NA,NA,5,5,26,NA,NA,NA,NA,0.04,2.13,0.34,0.05,NA,0.88,0.02,0,0.57,0.28,NA,NA,4.97,1.09,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{779C21D1-F4F3-4339-99D5-3C6519702F1F}",-119.9519,41.3105,TRUE
"407","NW-SS-9277",NA,"BLM14-9277","7304662541","2014/08/02 00:00:00",NA,"1",40.915972,-117.639759,"NV","WADEABLE","NV","NVW00000","NVW01000","Winnemuccca District","Random","3","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",40.916343,-117.640271,40.915738,-117.63941,150,"Sampled - Partial Reach",99.1,97.6,1.52,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,30.13004814,"NV_MMI","Pass",300,307,140,47.8,16.2,125.2,228.6,8.36,19.9,NA,2.74,0.19,22.2,23.704,7.066,17.4,22.1,1,77,16,3,NA,NA,38,35,94,NA,NA,NA,NA,0.44,1.48,0.06,0.48,139,NA,NA,0,2.39,0.78,NA,NA,7.02,NA,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{6E58C996-0253-4CC8-80AF-034E4AAF729B}",-117.639759,40.9159720000001,TRUE
"408","TA-LS-19426","MEDIO, RIO","BLMMaster-19426","7D97B0EC-DC8A-44B8-93D3-CC924B25B94B","2017/07/26 00:00:00",NA,"1",35.980437,-105.879052,"NM_FMD_STANDARD_2016","WADEABLE","NM","NMF00000","NMF02000","TAOS FIELD OFFICE","Random","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",35.980054,-105.879743,35.980702,-105.878468,150,"Sampled - Full Reach",71.3,98.4,1.09,0.04,0.12,0.22,0,100,73,100,77,NA,NA,NA,NA,NA,NA,NA,NA,242.1,157.8,33.5,18.7,66.8,69.8,7.4,18.7,5.46,12.93,0.59,20,2,0.922,24.8,26.7,2,160,62,5,NA,NA,80,80,100,5,15,0,48,0.31,0.61,-0.4,0.65,NA,0.39,0.42,0,5.85,4.62,8.8,1.78,1.89,1.11,"MAJOR","COMMON","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{3FCD747E-D03D-4E00-96D4-E1F90BD8170F}",-105.879052,35.9804370000001,TRUE
"409","XN-SS-4143","Deadwood Creek","BLM13-4143","3686990324","2015/08/03 00:00:00",NA,"1",42.016502,-115.054505,"WRSA","WADEABLE","ID","IDT00000","IDT01000","XE_NORTH","Random","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",42.017031,-115.054403,42.015727,-115.054353,150,"Sampled - Full Reach",91.6,93.3,1.65,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",11,15.255018,0.721074,NA,"ColumbiaRiverBasin_PIBO","Pass",300,362.8,169.2,78.6,22.5,54.8,82,6.91,13.1,NA,16.97,0.14,53.3,0,0,10.4,16.4,6,130,38,4,NA,NA,67,62,92,NA,NA,NA,NA,0.21,0.48,-0.43,0.71,118,NA,NA,0,2.73,1.87,NA,NA,4.35,1.03,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{483F80F4-A686-428A-942D-948AEBB83283}",-115.054505,42.0165020000001,TRUE
"410","VE-RV-10797","GREEN RIVER","BLMMaster-10797","85C7DCFC-E626-48E8-B8E8-A086CA018555","2017/07/07 00:00:00",NA,"2",40.863546,-109.140307,"UT_GR_STANDARD_2016","BOATABLE","UT","UTG00000","UTG01000","VERNAL FIELD OFFICE","Random","7","RV","Boatable","EasternXericBasinSouthernXericBasin_Boatable","EasternXericBasin","Xeric",40.856356,-109.132143,40.869559,-109.14945,2392,"Sampled - Full Reach",NA,NA,0.98,0.02,0.15,0.24,86,100,77,95,32,"PRESENT",6,6.73453122,0.89093061,NA,"UT_DEQ_2015",NA,400,240.4,179.4,15.2,27.9,533,415.1,8.5,14.2,NA,NA,NA,NA,0,0,23,NA,NA,NA,NA,NA,NA,NA,86,86,91,NA,NA,NA,NA,0.67,1.37,-0.1,NA,NA,NA,NA,0,71.18,64.27,204,3,NA,1.16,"NONE","COMMON","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{97A8B9CC-D1B6-4A17-ADEB-2248E547A3D4}",-109.140307,40.863546,TRUE
"411","KR-SS-10825","Behler Creek","BLMMaster-10825","A22EB30D-D032-458F-A835-15E4BC5299AD","2016/09/15 00:00:00",NA,"1",40.056082,-105.870733,"CO_NW_STANDARD_2016","WADEABLE","CO","CON00000","CON02000","KREMMLING FIELD OFFICE","Random","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",40.056821,-105.870949,40.056138,-105.87009,150,"Sampled - Full Reach",80.7,92.9,1.91,0,0.23,0.34,0,100,0,100,0,"ABSENT",NA,NA,NA,54.3,"CO_EDAS-Biotype2",NA,294,NA,172.6,NA,18.3,104,78.7,7.26,6.4,NA,5.81,0.3,26.7,11.333,1.513,39.6,40.1,2,331,29,4,NA,NA,80,78,93,14,15,3,34,0.41,0.88,-0.24,1.68,NA,NA,NA,0,3.03,1.79,5.56,1.83,9.88,1.42,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{B9DD9BE0-956C-4B7B-BF67-EA35E4D44310}",-105.870733,40.0560820000001,TRUE
"412","SL-SS-15825","NORTH FORK RED BUTTE CREEK","BLMMaster-15825","9D27A8A1-9921-4E25-A776-B01DE06B730A","2017/06/26 00:00:00",NA,"1",41.693133,-113.788174,"UT_WD_STANDARD_2016","WADEABLE","UT","UTW00000","UTW01000","SALT LAKE FIELD OFFICE","Random","1","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.692464,-113.788766,41.693553,-113.787671,150,"Sampled - Full Reach",54.4,60.2,0.98,0.01,0.12,0.17,0,100,73,95,41,"ABSENT",9,9.20273766,0.97796985,NA,"UT_DEQ_2015",NA,400,392.9,145.1,43.9,26,143.1,118.7,7.98,18.1,NA,2.21,0.2,13.3,1.818,0.079,29,36.7,2,64,17,3,NA,NA,29,29,83,0,19,0,14,0.05,0.17,-0.66,0.22,NA,0.39,0.12,0,2.29,1.72,4.68,2.08,7.64,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{E9BDCA2B-A200-41C3-B947-679B86DB15B7}",-113.788174,41.693133,TRUE
"413","NPRA15-SS-9204","Unamed","NPRA15-9204","4D9AFE61-8016-4264-A4F2-C8CD50EF0A9C","2016/07/02 00:00:00",NA,"1",70.364795,-152.601825,"NPRA15","WADEABLE","AK","AKF00000","AKF01000","NPRA East","Random","1",NA,"SmallWadeable",NA,"Arctic Coastal Plain",NA,70.365346,-152.601132,70.36429,-152.601853,150,"Sampled - Full Reach",0,1.4,0.41,0,0.62,0,0,47,0,100,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,7.39,13.7,0.2,NA,NA,NA,0,0,100,100,1,1,1,1,NA,NA,2,2,98,0,0,0,18,0.14,0.51,-0.33,0.04,NA,0.33,1.3,0,6.9,4.53,NA,NA,0.02,1.25,"NONE","ABSENT","ABSENT","2018/02/16 00:00:00","changed how stratum was stored","{14662830-8A98-49BD-BB4F-D7EF5175E9C6}",-152.601825,70.3647950000001,TRUE
"414","NPRA15-LS-9049","NAPANIK CREEK","NPRA15-9049","0A7C85DF-AF86-4BA5-8731-9D38BEC7ED71","2017/07/16 00:00:00",NA,"1",70.081366,-159.170155,"NPRA15","WADEABLE","AK","AKF00000","AKF01000","NPRA West","Random","4",NA,"SmallWadeable",NA,"Arctic Coastal Plain",NA,70.0821,-159.168717,70.080683,-159.171467,195.2,"Sampled - Full Reach",0,40.6,1.14,0,0.79,0.2,0,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,8.75,17.9,4.37,NA,NA,NA,0,0,96.2,96.2,1,1,1,1,NA,NA,80,71,90,0,0,0,74,0.44,0.9,-0.25,0.09,NA,0.45,1.24,0,9.91,8.2,10.05,2.19,0.49,1.03,"NONE","ABSENT","ABSENT","2018/02/16 00:00:00","initial import into AquADat","{324D5917-AAC9-4815-A152-57BF4F2ABE33}",-159.170155,70.0813660000001,TRUE
"415","SW-TR-1025","UNNAMED TRIBUTARY TO MCCARTNEY CREEK ","SW-TR-1025","6A71A7E4-9428-4DCA-9265-907E1B65F2CF","2017/06/09 00:00:00",NA,"1",47.698441,-119.612517,"WA_SP_STANDARD_2016","WADEABLE","OR","ORW00000","ORW02000",NA,"Targeted","1","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",47.698646,-119.613265,47.698692,-119.611661,150,"Sampled - Full Reach",2.7,20.1,0.67,0,0.25,0,0,0,82,100,100,NA,NA,NA,NA,NA,NA,NA,NA,1176.4,162.4,175.2,43.4,395.2,238.1,8.11,18,NA,2,0.1,13.3,0,0,49.5,68.1,1,14,3,2,NA,NA,74,19,29,0,0,0,52,0.18,0.33,-0.59,NA,119,0.24,0.13,0,1.52,0.69,3.08,2.72,1,1.25,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{ECF5619D-F118-4D18-AB15-B380BD9E1347}",-119.612517,47.6984410000001,TRUE
"416","HC-SS-8454","LEFT BLANK","BLM13-8454","11782","2013/07/10 00:00:00",NA,"1",41.3062,-119.9259,"NorCal","WADEABLE","CA","CAN00000","CAN07000","Home Camp","Random","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.3067,-119.9264,41.3057,-119.9255,150,"Sampled - Interrupted Flow",41,42.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,29.93430875,"NV_MMI","Pass",300,1498.2,153.7,548,53.1,261,135.9,7.78,20.5,NA,NA,NA,NA,22.667,12.819,68.6,NA,NA,NA,NA,NA,NA,NA,76,76,98,NA,NA,NA,NA,0.08,0.68,-0.16,0.42,NA,NA,0.01,48.7,1.16,0.18,NA,NA,10.94,1.12,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{C402D376-8424-4475-B0B8-11C03650EFB8}",-119.9259,41.3062,TRUE
"417","NPRA15-LS-9011","Topagoruk River","NPRA15-9011","694FB5B9-00FC-4813-A456-D4D41EF495C0","2016/07/08 00:00:00",NA,"1",70.14049,-156.008788,"NPRA15","WADEABLE","AK","AKF00000","AKF01000","NPRA Center","Random","4",NA,"LargeWadeable",NA,"Arctic Coastal Plain",NA,70.141756,-156.004486,70.139981,-156.01577,540.8,"Sampled - Full Reach",0,6.4,0.34,0,0.29,0.04,0,41,0,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,100,2,2,2,1,NA,NA,19,19,95,0,0,0,8,0.22,2.35,0.35,0.03,NA,0.52,0.39,0,22.51,18.59,NA,NA,0.04,1.15,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{EF6B677C-2066-4251-9285-7E19EB03B875}",-156.008788,70.1404900000001,TRUE
"418","FI-SS-11761","Unamed","BLMMaster-11761","A716774E-BC31-43C9-A209-CA30BDD51BA0","2016/08/31 00:00:00",NA,"1",39.847538,-113.840308,"UT_WD_STANDARD_2016","WADEABLE","UT","UTW00000","UTW02000","FILLMORE FIELD OFFICE","Random","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.8472,-113.839772,39.847361,-113.840959,150,"Sampled - Full Reach",91.6,95.5,0.83,0.34,0.2,0.25,0,100,0,95,73,"ABSENT",9,10.46147095,0.86029967,NA,"UT_DEQ_2015",NA,400,89.7,168.3,16.2,15.7,53,82.7,7.46,10.4,NA,42.97,0.22,153.3,23.333,35.696,12.5,22.1,4,4097,105,7,NA,NA,27,17,20,15,9,1,10,0.46,0.67,-0.51,0.56,NA,NA,NA,0,1.36,1.12,2.59,1.9,10.13,1.46,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{F09DEB3E-1A3B-4E52-8929-056C98FDAF6E}",-113.840308,39.847538,TRUE
"419","WD-TR-001","Fifteenmile Creek","WD-TR-001","4C576E84-1AA1-4A72-9A43-DD903CC7B9E5","2016/09/02 00:00:00",NA,"1",39.91639,-113.985523,"UT_WD_STANDARD_2016","WADEABLE","UT","UTW00000","UTW01000",NA,"Targeted","3","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.917058,-113.985723,39.915769,-113.986049,150,"Sampled - Full Reach",0,0,0.72,0,0.05,0,0,100,9,100,100,"ABSENT",7,9.37917942,0.74633395,NA,"UT_DEQ_2015",NA,400,119.9,187.4,27.7,15.4,62.5,243.7,7.61,12.1,NA,0,NA,0,0,0,9.5,11.9,21,90,37,5,NA,NA,95,23,23,0,2,0,70,0.07,0.17,-0.7,0.02,NA,0.13,0.17,0,1.24,1.01,3.29,2.65,1.38,1.03,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{CDCE5F15-E2E0-4086-9273-09483F644A6A}",-113.985523,39.91639,TRUE
"420","FI-LS-26225","BIG WASH","BLMMaster-26225","D833D436-085B-4F0E-8875-B5EB4719CB5D","2017/06/12 00:00:00",NA,"1",38.893378,-114.027126,"UT_WD_STANDARD_2016","WADEABLE","UT","UTW00000","UTW02000","FILLMORE FIELD OFFICE","Random","3","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",NA,NA,38.893071,-114.027705,150,"Sampled - Full Reach",0.7,13.6,0.44,0,0.04,0.01,5,100,27,95,5,"ABSENT",5,6.93598702,0.72087794,NA,"UT_DEQ_2015",NA,212,288.5,181,102.8,19.7,439.7,390.7,8.31,14,NA,4.87,0.27,13.3,0,0,11.9,12.4,9,32,20,3,NA,NA,9,6,35,0,1,0,22,0.13,0.83,-0.1,0.21,NA,NA,NA,NA,7.21,5.39,10.67,1.67,1.27,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{2ADA8DA3-6A54-48A9-A628-F0E64EE3E823}",-114.027126,38.893378,TRUE
"421","AF-LS3-9150",NA,"AK14-9150","5948804824","2015/07/15 00:00:00",NA,"1",64.084848,-143.720916,"AKEFO","WADEABLE","AK","AKF00000","AKF02000","Fortymile","Random","3",NA,"SmallWadeable",NA,NA,NA,64.0854,-143.720329,64.084346,-143.721578,150,"Sampled - Full Reach",18.7,90.4,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2,NA,7.22,10.2,0.5,NA,NA,NA,0,0,1.9,1.9,30,83,44,5,NA,NA,100,100,100,NA,NA,NA,NA,0.27,0.72,-0.26,0.45,NA,0.5,0.38,0,3.4,3.07,NA,NA,0.61,1.14,"NONE","ABSENT",NA,"2018/03/29 00:00:00","stream size order categories for AK and the lower 48 are determined differently so this data was removed so it is not misleading","{043CA54C-7F2A-417C-8761-831C04F233F9}",-143.720916,64.0848480000001,TRUE
"422","SU-LS-8320","MOUNTAIN VIEW CREEK","BLM13-8320","11800","2013/07/07 00:00:00",NA,"1",41.2423,-119.8391,"NorCal","WADEABLE","CA","CAN00000","CAN07000","Surprise","Random","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.2419,-119.8397,41.2428,-119.839,150,"Sampled - Full Reach",27.4,45.2,1.01,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,50.63878629,"NV_MMI","Pass",300,170.1,189.6,40,50.4,154.7,198.3,9.48,27.4,NA,NA,NA,NA,0,0,68.6,NA,NA,NA,NA,NA,NA,NA,90,71,71,NA,NA,NA,NA,0.21,0.49,-0.42,0.11,NA,0.64,0.13,0,2.37,0.82,NA,NA,1.6,1.29,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{B4487DF9-2A27-45D5-B53A-3E1B83E590D1}",-119.8391,41.2423000000001,TRUE
"423","G502O1","San Rafael River","UNEQUAL-092","0D4C87D4-42F6-4DDB-BEB5-DEDC339A1EC6","2016/07/27 00:00:00",NA,"2",39.078642,-110.651949,"UT_GR_STANDARD_2016","WADEABLE","UT","UTG00000","UTG02000",NA,"Targeted","5","RV","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",39.078198,-110.650826,39.079225,-110.652958,237.2,"Sampled - Full Reach",2.9,63.6,1.11,0.04,0.41,0.43,41,100,77,100,59,"ABSENT",6,5.63171444,1.06539493,NA,"UT_DEQ_2015",NA,400,467.7,244.4,45.4,14.9,1633,449.7,8.18,30.9,NA,17.04,0.49,12.6,0,0,64.5,65.4,1,27,2,2,NA,NA,47,47,83,0,0,0,30,0.94,1.79,-0.02,0.1,129,0.49,0.27,0,11.15,5.57,NA,NA,0.26,1.1,"NONE","RARE","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{39F4AD0B-2932-465D-BC70-A0DFEF3F3F6C}",-110.651949,39.0786420000001,TRUE
"424","PN-SS-10713",NA,"BLMMaster-10713","50AF64B7-7B3B-4D93-A264-FCE5DCBAB79F","2017/07/25 00:00:00",NA,"1",42.455674,-110.45056,"WY_HD_STANDARD_2017","WADEABLE","WY","WYD00000","WYD01000","Pinedale Field Office No-GRSG","Random","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",42.455704,-110.4499,42.455414,-110.451425,150,"Sampled - Full Reach",63.5,88.5,1.8,0,0.01,0.01,0,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,343,260.2,8.78,6.5,0.41,12.67,0.22,73.3,10.667,0.908,1,1.4,19,142,43,5,NA,NA,83,77,91,0,8,3,56,0.21,0.37,-0.58,0.64,NA,0.32,0.19,0,2.15,1.7,4.85,2.03,8.82,1.16,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{7CFEA215-1957-4390-A3F8-CD2B4458CC79}",-110.45056,42.455674,TRUE
"425","MP-SS-2103","Miner Creek","BLM13-2103","7638957439","2015/09/10 00:00:00",NA,"1",43.451578,-123.661494,"WRSA","WADEABLE","OR","ORR00000","ORR04000","MT_PNW","Random","1","SS","SmallWadeable","PacificNorthwestXericCalifornia_SmallWadeable","PacificNorthwest","Mountains",43.451061,-123.660262,43.450939,-123.661728,150,"Sampled - Full Reach",88.6,89,1.72,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",11,20.329424,0.541088,NA,"OR_MarineWesternCoastalForest","Pass",300,146.6,126.5,40.3,26,95.3,104.7,6.4,13.5,NA,23.8,0.27,46.7,10.667,3.948,13.2,16,7,50,24,3,19,NA,54,46,73,NA,NA,NA,NA,0.26,0.49,-0.49,0.38,116,0.87,0.12,0,3.79,1.57,NA,NA,1.37,1.26,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{D1D5A4E6-F715-4CF7-9CF0-8192D551F805}",-123.661494,43.451578,TRUE
"426","SW-TR-1157","MESA CREEK","SW-TR-1157","7C281B0D-6F96-433C-A1D7-8B200DE53921","2017/09/13 00:00:00",NA,"1",38.506957,-108.703419,"CO_SW_STANDARD_2016","WADEABLE","CO","COS00000","COS05000",NA,"Targeted","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",38.507155,-108.703849,38.506814,-108.702713,150,"Sampled - Full Reach",56.7,65.8,1.26,0.04,0.31,0.61,0,100,0,100,95,NA,NA,NA,NA,NA,NA,NA,NA,69.3,199.9,9.9,25.9,364.6,336.9,8.05,13.3,NA,14.6,0.3,40,1.333,0.058,74.8,81.9,1,9,1,2,NA,NA,56,54,95,0,0,0,50,0.21,0.22,-0.93,0.66,NA,0.58,0.16,0,1.91,1.08,7.85,3,1.58,1.42,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{A315CCB3-41F3-40D4-AE24-988990630E93}",-108.703419,38.5069570000001,TRUE
"427","SA-SS-11322","Henry Creek","BLMMaster-11322","11CCFBE4-D637-4403-9AEC-DFF2F189F6D5","2016/06/07 00:00:00",NA,"1",45.05252,-113.93699,"ID_SA_STANDARD_2016","WADEABLE","ID","IDI00000","IDI04000","Salmon Field Office","Random","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",45.05276,-113.9377,45.05222,-113.93629,150,"Sampled - Full Reach",88.2,90,1.47,0.13,0.33,0.37,0,100,38,100,0,"ABSENT",11,13.357675,0.823497,NA,"ColumbiaRiverBasin_PIBO","Fail",300,236.9,131,92.5,32.9,149.7,151.2,7.89,9.7,NA,5.9,0.1,40,2,0.848,22.3,24.8,2,81,24,4,11,15,40,38,75,0,4,0,40,0.05,0.59,-0.2,NA,127,NA,NA,0,1.63,1.39,2.27,1.39,7.06,1.19,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{57A10FE7-AC94-48D8-9D25-BDB478A943B7}",-113.93699,45.0525200000001,TRUE
"428","RN-LS-10361","RED CREEK","BLMMaster-10361","48E75303-7630-4BAB-A235-58A2C994667A","2017/06/07 00:00:00",NA,"1",41.072871,-109.140413,"WY_HD_STANDARD_2017","WADEABLE","WY","WYD00000","WYD04000","Rock Springs Field Office No-GRSG","Random","3","LS","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",41.072323,-109.141884,41.072877,-109.139349,304.8,"Sampled - Full Reach",0,14.4,0.73,0,0.14,0.14,0,100,0,100,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,645,419.6,8.63,18.8,21.63,16.67,0.26,19.7,0.328,0.151,21.9,28.6,2,37,13,3,NA,NA,4,0,44,0,12,0,12,0.5,0.88,-0.32,0.11,NA,0.32,0.21,0,11.37,4.11,12.65,2.47,0.89,1.38,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{A362086C-6415-4067-B008-5329F0E19C1D}",-109.140413,41.0728710000001,TRUE
"429","KS-SS-12113","FENN CREEK","BLMMaster-12113","6A9C9ECF-37CC-4925-B90E-49ED339D736B","2017/06/14 00:00:00",NA,"1",42.023054,-110.615646,"WY_HD_STANDARD_2017","WADEABLE","WY","WYD00000","WYD09000","Kemmerer Field Office Yes-GRSG","Random","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.023039,-110.616366,42.0231,-110.61479,150,"Sampled - Full Reach",78.6,80.5,1.51,0.06,0.33,0.44,0,100,0,100,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,388.7,343.4,8.1,13.1,6.52,5.13,0.24,13.3,0.667,0.029,41.4,46.2,1,52,9,2,NA,NA,46,26,46,0,2,0,45,0.19,0.51,-0.37,1.43,NA,0.36,0.16,0.3,1.86,1.29,4.3,3,3.83,1.15,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{F1ED66F2-26F3-4BA6-A4FF-00173DEF87D4}",-110.615646,42.0230540000001,TRUE
"430","PR-RV-11087","John Day River","BLMMaster-11087","D42FF9C6-D90C-4F29-AE48-68B3AD3A77F9","2016/07/24 00:00:00",NA,"1",45.480964,-120.459238,"OR_PR_PERENNIAL_2016","WADEABLE","OR","ORP00000","ORP04000","PRINEVILLE DISTRICT OFFICE","Random","6","RV","LargeWadeable","NorthernXericBasin_LargeWadeable","NorthernXericBasin","Xeric",45.485137,-120.455174,45.478382,-120.464687,1096.8,"Sampled - Full Reach",0,50.3,1.24,0.01,0.47,0.41,0,100,95,100,86,"ABSENT",7,13.838009,0.505853,NA,"OR_WesternCordillera_ColumbiaPlateau","Fail",300,573.5,152.6,19.3,31.5,245.2,165.6,8.51,22.6,NA,16.14,2.01,0.9,0,0,1.4,1.4,43,208,89,7,NA,NA,95,95,98,4,14,0,73,0.91,1.46,-0.19,NA,157,0.5,0.85,0,53.86,47.46,NA,NA,0.19,1.04,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","protocol did not match Rosgen or methods used in 2017 so removed this data","{77A4C320-9E45-42B8-98A0-1FBD4DEB237A}",-120.459238,45.480964,TRUE
