,index,ReachID,SiteID,Year,Date,BRLat,BRLong,BFWidth,Grad,RchLen,BF_WDRatio,BF_Height,RPD ,PctPool,Sin ,PctDry,BankAngle,D50,PoolTailFines2,PctFines2,PctFines6,LWD_Freq,LWD_Vol,Program,nvcs_ecosystem,nvcs_group,nvcs_macrogroup,nvcs_division,nvcs_formation,nvcs_subclass,nvcs_class,nvcs_date_checked
2183,2183,4242,567,2008.0,,43.663478999999995,-114.02526200000001,3.4,2.354,174.2,18.31,,0.23,38.58,1.2329999999999999,,132.0,0.046,14.67,,,63.15,13.454,PIBO,Inter-Mountain Basins Montane Sagebrush Steppe,Intermountain Mountain Big Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:19:54.278442
2184,2184,7545,1092,2013.0,,44.714157,-119.545225,6.36,7.522,127.5,21.52,,0.31,22.75,1.2329999999999999,,93.0,0.011000000000000001,2.73,,,250.98,43.373999999999995,PIBO,Columbia Basin Foothill Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:17:11.645966
2185,2185,1692,1206,2004.0,,45.990369,-115.33259299999999,3.95,2.117,168.6,24.25,,0.21,28.94,1.2329999999999999,,109.0,0.032,,,,100.83,51.015,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:20:59.283647
2186,2186,5528,1421,2010.0,,46.260506,-117.415194,2.63,3.7310000000000003,118.2,8.82,,0.0,0.0,1.2329999999999999,,110.0,,,,,,,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:20:34.365042
2187,2187,6339,1528,2011.0,,45.632181,-116.084299,21.22,1.626,413.9,39.07,,0.47,24.89,1.2329999999999999,,128.0,0.0865,3.67,,,343.08,184.081,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:00.008539
2188,2188,6066,1824,2011.0,,46.512415999999995,-114.82176499999998,5.11,3.5189999999999997,159.7,17.6,,0.24,21.16,1.2329999999999999,,107.0,0.03,20.94,,,231.68,110.78,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:00.908293
2189,2189,2357,1859,2006.0,,44.629259000000005,-115.526551,8.83,0.19399999999999998,257.8,16.61,,0.62,80.14,1.2329999999999999,,95.0,0.016,23.17,,,54.31,4.547,PIBO,Rocky Mountain Alpine-Montane Wet Meadow,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:01.666057
2190,2190,3748,2295,2007.0,,48.612291,-116.00939,3.51,1.5719999999999998,162.9,11.89,,0.0,0.0,1.2329999999999999,,129.0,0.002,,,,669.12,253.675,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:02.526637
2191,2191,126,102,2002.0,,47.716545,-115.91813400000001,7.42,1.4069999999999998,147.8,23.89,,0.54,51.01,1.232,,99.0,0.039,,,,155.62,222.71400000000003,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:17:57.996652
2192,2192,7402,520,2013.0,,44.919421,-114.122078,5.16,3.264,143.4,12.08,,0.3,12.41,1.232,,119.0,0.0485,0.83,,,6.97,0.247,PIBO,Northern Rocky Mountain Subalpine Deciduous Shrubland,Central Rocky Mountain High Montane Mesic Shrubland,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:20:04.804448
2193,2193,7422,563,2013.0,,43.611033,-113.885236,4.29,8.28,170.3,10.65,,0.28,6.17,1.232,,107.0,0.10400000000000001,1.5,,,164.42,20.084,PIBO,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Middle Rocky Mountain Montane Douglas-fir Forest & Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:03.358362
2194,2194,1194,824,2002.0,,44.777279,-115.942797,7.64,1.673,216.4,21.51,,0.3,35.95,1.232,,115.0,0.07,,,,309.61,105.455,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:18:51.431083
2195,2195,1370,946,2003.0,,44.307162,-118.150651,1.59,1.504,117.0,,,,,1.232,,95.0,,,,,,,PIBO,Rocky Mountain Alpine-Montane Wet Meadow,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:15:04.639498
2196,2196,1592,1128,2004.0,,41.699832,-116.071739,3.89,,199.0,17.92,,0.3,27.44,1.232,,147.0,0.006999999999999999,40.31,,,0.0,0.0,PIBO,Great Basin Foothill and Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:04.309776
2197,2197,1688,1202,2004.0,,41.977812,-115.37026200000001,3.33,5.0169999999999995,121.0,,,,,1.232,,103.0,,,,,,,PIBO,Great Basin Foothill and Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:04.985142
2198,2198,3620,2117,2007.0,,48.399318,-117.368721,6.02,3.378,164.9,17.02,,0.3,27.35,1.232,,91.0,0.02,44.99,,,812.61,439.582,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:05.865140
2199,2199,3863,2251,2007.0,,46.6571,-113.480694,2.46,2.134,164.5,9.76,,0.16,41.09,1.232,,89.0,0.021,4.13,,,279.64,93.402,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:06.723267
2200,2200,4487,2566,2008.0,,47.499796999999994,-110.509666,4.29,4.346,171.2,12.44,,0.24,24.24,1.232,,115.0,0.08,1.7,,,280.37,32.985,PIBO,Northwestern Great Plains Shrubland,Northern Great Plains Mixedgrass Prairie,Great Plains Mixedgrass & Fescue Prairie,Central North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:21:07.672648
2201,2201,6524,84,2012.0,,48.102206,-116.561761,4.61,2.594,160.0,13.96,,0.32,47.5,1.2309999999999999,,121.0,0.021,10.59,,,906.25,137.877,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:19:15.712330
2202,2202,732,543,2001.0,,43.635553,-113.74333,7.15,1.982,169.0,16.98,,0.39,47.87,1.2309999999999999,,111.0,0.066,,,,112.43,7.871,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:08.514742
2203,2203,1577,1114,2004.0,,45.197856,-119.305577,2.57,3.6180000000000003,165.0,11.24,,0.15,39.15,1.2309999999999999,,114.0,0.019,10.35,,,333.33,88.05,PIBO,Columbia Basin Foothill Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:09.312598
2204,2204,3851,2184,2007.0,,43.552849,-114.758723,3.3,2.309,167.2,13.92,,0.19,36.6,1.2309999999999999,,107.0,0.0665,26.53,,,29.9,9.127,PIBO,Rocky Mountain Subalpine-Montane Mesic Meadow,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:21:09.828768
2205,2205,6851,2283,2012.0,,44.534176,-116.244456,9.52,2.958,187.3,20.84,,0.32,25.84,1.2309999999999999,,116.0,0.077,5.11,,,165.51,104.086,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:10.373915
2206,2206,4478,2558,2008.0,,46.543755,-110.73605900000001,5.29,1.571,184.6,18.09,,0.36,51.41,1.2309999999999999,,113.0,0.065,0.0,,,43.34,2.494,PIBO,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Middle Rocky Mountain Montane Douglas-fir Forest & Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:10.902372
2207,2207,4502,2588,2008.0,,46.277264,-111.755132,3.01,2.392,181.0,12.09,,0.24,19.72,1.2309999999999999,,113.0,0.0285,19.2,,,138.12,54.325,PIBO,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Middle Rocky Mountain Montane Douglas-fir Forest & Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:11.493249
2208,2208,7335,235,2013.0,,45.982653000000006,-112.817299,5.73,2.174,144.0,17.01,,0.23,43.82,1.23,,109.0,0.057,2.11,,,0.0,0.0,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:12:12.325021
2209,2209,316,252,2004.0,,46.049155,-113.604662,1.67,0.016,123.0,,,,,1.23,,90.0,,,,,,,PIBO,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland","Central Rocky Mountain Lower Montane, Foothill & Valley Grassland",Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:20:11.456014
2210,2210,6573,393,2012.0,,45.745114,-115.963451,3.62,1.625,153.2,11.56,,0.27,35.64,1.23,,85.0,0.006,29.56,,,639.69,311.801,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:16:42.766382
2211,2211,3926,503,2007.0,,44.281343,-113.32918500000001,7.69,1.048,125.0,33.32,,0.78,61.2,1.23,,126.0,,,,,,,PIBO,Inter-Mountain Basins Big Sagebrush Steppe,Intermountain Dry Tall Sagebrush Stepp & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:21:12.035577
2212,2212,2299,537,2006.0,,44.533460999999996,-113.97993600000001,2.1,2.813,123.0,,,,,1.23,,130.0,,,,,,,PIBO,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland","Central Rocky Mountain Lower Montane, Foothill & Valley Grassland",Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:21:12.545675
2213,2213,4237,562,2008.0,,43.518533000000005,-114.461625,2.93,2.467,174.7,13.57,,0.0,0.0,1.23,,139.0,0.040999999999999995,,,,91.59,13.944,PIBO,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:13:41.286896
2214,2214,5954,1769,2011.0,,48.333948,-116.322477,4.34,3.5410000000000004,160.7,15.56,,0.22,46.11,1.23,,109.0,0.032,31.02,,,541.38,180.58,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:18:35.295793
2215,2215,5969,1778,2011.0,,48.645202000000005,-115.685973,4.87,1.25,156.0,9.2,,0.36,61.67,1.23,,101.0,0.012,21.08,,,942.31,205.43099999999998,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:13.057288
2216,2216,2528,1923,2006.0,,45.994935999999996,-110.98583400000001,5.35,2.1430000000000002,172.2,20.08,,0.21,31.94,1.23,,127.0,0.027999999999999997,24.52,,,307.78,106.82799999999999,PIBO,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland","Central Rocky Mountain Lower Montane, Foothill & Valley Grassland",Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:21:13.587362
2217,2217,3820,2306,2007.0,,45.444668,-110.80374199999999,6.29,2.167,165.7,18.78,,0.39,49.79,1.23,,99.0,0.0355,3.41,,,525.05,83.18799999999999,PIBO,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:14.123548
2218,2218,7608,2616,2013.0,,45.923015,-114.19198,1.74,2.045,124.2,9.2,,0.13,29.23,1.23,,100.0,0.002,78.21,,,88.57,75.613,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:14.646959
2219,2219,4533,2623,2008.0,,46.482766999999996,-111.873579,1.98,1.4680000000000002,164.2,10.67,,0.11,33.19,1.23,,126.0,0.022000000000000002,16.88,,,48.72,23.866,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:15.180159
2220,2220,5268,2864,2009.0,,44.653256,-118.68016599999999,11.53,0.515,231.0,24.26,,0.65,65.24,1.23,,124.0,0.055999999999999994,3.67,,,30.3,5.979,PIBO,Columbia Basin Foothill Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:16.516645
2221,2221,2121,44,2006.0,,48.482591,-118.515817,7.12,2.708,172.1,21.22,,0.34,35.68,1.229,,109.0,0.095,15.29,,,185.94,19.802,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:17.072725
2222,2222,7351,276,2013.0,,45.923928000000004,-114.25748,6.78,0.506,156.0,12.37,,0.45,62.63,1.229,,74.0,0.01,31.41,,,1038.46,277.839,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:17.592321
2223,2223,2347,737,2006.0,,44.765442,-115.32262800000001,11.96,1.6219999999999999,246.0,23.0,,0.48,49.11,1.229,,96.0,0.032,0.83,,,1231.71,256.178,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:18.167619
2224,2224,4326,942,2008.0,,44.671688,-118.391574,6.27,1.061,184.7,26.03,,0.29,53.76,1.229,,110.0,0.0445,1.2,,,37.9,5.003,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:16:20.249410
2225,2225,6232,1040,2011.0,,44.263368,-119.98221299999999,4.9,1.484,161.1,26.97,,0.29,37.93,1.229,,133.0,0.004,49.04,,,242.09,54.74100000000001,PIBO,Columbia Plateau Western Juniper Woodland and Savanna,Columbia Plateau Western Juniper Open Woodland,Intermountain Singleleaf Pinyon - Utah Juniper - Western Juniper Woodland,Western North American Cool Temperate Woodland & Scrub,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:13:39.302299
2226,2226,1797,1279,2005.0,,48.476757,-115.346079,4.84,3.1010000000000004,162.2,21.25,,0.26,14.06,1.229,,105.0,0.044000000000000004,5.47,,,443.9,187.11599999999999,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:18.826539
2227,2227,2024,1468,2005.0,,43.853851,-119.266723,3.26,1.538,164.5,22.18,,0.27,57.45,1.229,,131.0,0.008,21.0,,,279.64,164.271,PIBO,Columbia Basin Foothill Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:19.382565
2228,2228,2290,1837,2006.0,,44.089495,-113.166009,2.3,2.246,199.0,10.31,,0.14,7.79,1.229,,110.0,0.036000000000000004,8.83,,,30.15,0.384,PIBO,Inter-Mountain Basins Big Sagebrush Steppe,Intermountain Dry Tall Sagebrush Stepp & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:18:51.960827
2229,2229,301,239,2003.0,,45.981085,-112.804045,1.75,1.263,164.7,11.93,,0.19,22.22,1.228,,113.0,0.004,65.83,,,85.0,3.781,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:18:06.419520
2230,2230,6567,339,2012.0,,46.045537,-116.697594,6.29,6.4479999999999995,121.9,14.6,,0.27,3.69,1.228,,140.0,0.095,0.0,,,131.26,54.361999999999995,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:19.919958
2231,2231,6644,912,2012.0,,45.090184,-118.336802,4.59,1.195,174.9,16.17,,0.32,16.75,1.228,,115.0,0.045,19.56,,,474.56,94.662,PIBO,Northern Rocky Mountain Conifer Swamp,Rocky Mountain-Great Basin Swamp Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:19:46.648515
2232,2232,1456,1014,2001.0,,44.605140000000006,-118.52968500000001,5.26,1.8119999999999998,161.7,30.76,,0.27,28.08,1.228,,117.0,0.051,,,,80.4,20.756,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:18:20.404540
2233,2233,1613,1147,2003.0,,41.936954,-114.99689599999999,5.9,1.4080000000000001,167.6,28.36,,0.27,45.76,1.228,,132.0,0.055999999999999994,8.17,,,113.37,1.9980000000000002,PIBO,Great Basin Foothill and Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:20.496753
2234,2234,1631,1164,2004.0,,42.252875,-113.67026399999999,2.07,3.2569999999999997,167.0,10.29,,0.14,34.07,1.228,,111.0,0.009000000000000001,21.19,,,11.98,0.363,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:20:22.323631
