SiteID,RchID,Stream,Yr,Project,Type,PanelYr,HUC6,SiteName,Group,Order,Region,Forest,District,State,Lat,Long,FedPct,Mgmt,StrmFlow,Area,Elev,AvgPrecip,TotalIndex,Cond,Bf,RchLen,Grad,Sin,PoolDp,PoolFrq,PoolPct,WDTrans,WDWetTrans,D50,PTFines2,PTFines6,Stab,VegStab,BankAngle,UnCutPct,LWFrq,LWVol
1820,2258,Surprise,2006,CRB,I,1,1.71E+11,077-03-I,77,3,R1,Clearwater,Lochsa,ID,46.299822,-115.194357,100,Reference,Flow (whole reach),12.93,1517.6,1.579,52.8080164,20,6.49,175.8,0.683,1.643,0.53,34.13,62.46,26.56,148.74,0.054,2.22,3,97.73,77.27,112,38.64,108.08,23.532
2935,5724,Thirteenmile,2010,CRB,K,5,1.70E+11,009-17-K,9,17,R6,Colville,Republic,WA,48.489818,-118.691114,100,Managed,Flow (whole reach),5.03,920,0.475,,,3.4,126.5,2.245,1.643,0.26,126.48,49.33,10.91,11.93,,,,100,40.48,109,40.48,,
477,4209,Big Bear,2008,CRB,K,3,1.71E+11,091-20-K,91,20,R4,Salmon-Challis,Leadore,ID,44.673911,-113.119021,100,Managed,Flow (whole reach),40.22,2179.1,0.542,,,2.69,123,1.415,1.642,0.2,24.39,7.56,11.23,15.98,,,,92.86,92.86,79,61.11,,
727,4282,Bearskin,2008,CRB,IS,4,1.71E+11,117-12-IS,117,12,R4,Boise,Lowman,ID,44.408234,-115.493021,100,Managed,Flow (whole reach),24.77,1964.1,1.111,,20,,167,,1.642,0,0,0,,0,,,,,,,,,
2266,6837,Shirttail,2012,CRB,I,2,1.71E+11,148-07-I,148,7,R6,Malheur,Blue Mountain ,OR,44.109584,-119.057282,100,Managed,Flow (whole reach),6.67,1508.2,0.481,0,170,1.51,155.3,0.753,1.642,0.2,12.88,3.09,8.5,6.52,0.002,100,100,97.37,97.37,127,0,0,0
3063,5864,Portal,2010,MRB,I,5,1.00E+11,214-06-I,214,6,R1,Gallatin,Bozeman,MT,45.253812,-111.126606,99.51,Managed,Flow (whole reach),6.82,2465,1.116,34.69160897,30,3.84,167.5,0.931,1.642,0.26,83.58,45.25,13.45,24.37,0.0385,6.41,9.67,83.33,64.29,112,27.5,35.82,4.464
785,1094,Little Goose,2003,CRB,IS,1,1.71E+11,123-11-IS,123,11,R4,Payette,McCall,ID,44.961868,-116.168086,82.44,Managed,,18.96,1515,1.015,58.20475883,50,3.23,160.8,1.604,1.641,0.27,74.63,60.76,12.25,24.75,0.068,3,5.67,100,92.5,107,33.33,111.94,8.587
324,2216,Potlatch,2006,CRB,I,1,1.71E+11,067-03-I,67,3,R1,Clearwater,Palouse,ID,46.913764,-116.391157,75.85,Managed,Flow (whole reach),21.06,883.5,1.033,33.40059866,40,3.82,165.3,0.272,1.64,0.57,60.5,88.32,6.62,15.31,0.002,64.74,86.16,95.24,95.24,75,57.14,24.2,2.959
811,2377,Grimes,2006,CRB,IS,4,1.71E+11,125-16-IS,125,16,R4,Boise,Idaho City,ID,44.009839,-115.719978,96.1,Managed,Flow (whole reach),15.1,2028.5,1.217,57.2900702,30,4.06,167,0.958,1.64,0.46,59.88,72.34,17.01,34.75,0.048,23.93,30.6,76.19,61.9,86,46.34,17.96,2.382
29,32,Cougar,2004,CRB,I,4,1.70E+11,008-03-I,8,3,R6,Okanogan-Wenatchee,Tonasket,WA,48.754156,-118.887249,66.83,Managed,,19.71,1044.5,0.457,27.13236699,110,2.78,168.3,1.557,1.639,0.24,77.24,56.39,28.79,46.99,0.013,18.52,30.54,97.62,71.43,108,27.78,225.79,129.186
2652,4560,Wyman,2008,MRB,I,3,1.00E+11,223-14-I,223,14,R1,Beaverhead-Deerlodge,Wise River ,MT,45.556062,-113.141355,100,Managed,Flow (whole reach),70.75,2166,0.668,32.9308364,20,7.95,180,0.433,1.638,0.51,44.44,60.28,15.37,69.47,0.0215,21.28,31.38,97.73,86.36,93,45.45,5.56,0.074
387,4927,Fivemile,2009,CRB,I,4,1.71E+11,080-01-I,80,1,R1,Nez Perce,Clearwater ,ID,45.949642,-115.380833,100,Managed,Flow (whole reach),1.47,1530.5,1.288,7.62996016,20,1.66,173.9,1.593,1.636,0.18,166.76,52.44,6.93,22.95,0.004,30.62,63.89,100,70.73,84,45.71,63.25,13.797
423,2282,Hot Springs,2006,CRB,I,1,1.71E+11,086-06-I,86,6,R4,Payette,Krassel,ID,45.472809,-115.11168,100,Reference,Flow (whole reach),4.49,2089.2,0.874,29.02943947,20,1.77,162.5,0.923,1.636,0.32,116.92,83.08,8.47,6.81,0.014,59.93,80.71,90.48,90.48,87,47.62,80,63.333
54,4069,Smalle,2008,CRB,I,3,1.70E+11,012-01-I,12,1,R6,Colville,Newport,WA,48.346811,-117.422044,59.67,Managed,Flow (whole reach),19.52,981.1,1.075,,20,8.71,155,,1.635,0.51,70.97,77.94,13.31,11.76,0.004,48.85,74.87,100,13.16,83,55.26,,
742,1042,Trapper,2001,CRB,IS,4,1.71E+11,119-05-IS,119,5,R4,Boise,Cascade,ID,44.801721,-115.490998,100,Managed,,32.91,1968,1.105,,40,6.78,128.3,0.663,1.634,0.41,93.53,89.48,28.01,121.16,0.022,,,100,90.7,77,58.33,506.63,299.43
1068,7533,Wildcat,2013,CRB,I,3,1.71E+11,159-08-I,159,8,R6,Deschutes & Ochoco,Lookout Mountain,OR,44.4135,-120.502052,100,Managed,No flow (completely dry),9.4,1239.9,0.48,,,2.79,181.7,1.332,1.634,0,0,0,13.45,0,0.009,,,100,40.91,129,15.91,55.04,27.355
23,26,Twentymile,2003,CRB,I,3,1.70E+11,006-20-I,6,20,R6,Okanogan-Wenatchee,Tonasket,WA,48.748923,-119.96994,100,Managed,,14.49,1722.7,0.766,26.98129303,40,1.12,161.7,0.934,1.633,0.25,123.69,71.12,5.03,30.19,0.004,46.58,48.85,97.5,87.5,55,87.5,0,0
839,1209,Rammage,2002,CRB,K,2,1.71E+11,129-05-K,129,5,R4,Boise,Emmett,ID,44.403419,-116.207135,100,Managed,,0.58,1628.5,0.775,,0,1.14,120,1.242,1.633,,,,,0,,,,95,95,116,12.5,,
1671,1189,Whitehawk,2001,CRB,I,1,1.71E+11,126-16-I,126,16,R4,Boise,Lowman,ID,44.275873,-115.579708,100,Managed,,29.84,1770.1,1.046,,20,5.01,93.5,0.695,1.632,0.34,42.78,80.11,23.38,58.11,0.03,,,95.65,76.09,114,28.95,42.78,1.245
696,7455,Little Basin,2013,CRB,K,3,1.71E+11,116-10-K,116,10,R4,Salmon-Challis,Challis Yankee,ID,44.32214,-114.936275,100,Managed,Flow (whole reach),12.73,2148.3,0.908,31.67408615,60,2.61,111.9,1.171,1.631,0.17,89.37,30.83,8.81,17.35,0.019,24.6,28.4,100,97.22,89,44.44,80.43,4.975
1072,4384,Marks,2008,CRB,I,3,1.71E+11,159-11-I,159,11,R6,Deschutes & Ochoco,Lookout Mountain,OR,44.414366,-120.495936,97.63,Managed,Flow (whole reach),83.38,1232.2,0.575,31.6794542,180,5.55,180.8,0.332,1.63,0.75,49.78,80.53,22.4,26.49,0.005,9.41,14.54,97.73,84.09,113,29.55,16.59,8.41
2183,6771,N.F. Willow,2012,MRB,I,2,1.01E+11,211-01-I,211,1,R1,Gallatin,Bozeman,MT,45.764519,-110.741153,100,Managed,Flow (whole reach),5.37,1896.2,0.924,10.09162189,190,2.36,166.3,1.756,1.63,0.16,126.28,52.25,8.47,18.7,0.0105,25.07,27.93,92.5,62.5,112,32.5,36.08,0.864
2291,3770,Bear,2007,CRB,I,2,1.71E+11,138-18-I,138,18,R6,Wallowa-Whitman,Eagle Cap,OR,45.434012,-117.546325,100,Managed,Flow (whole reach),93.76,1292.5,1.161,53.08259444,30,14.61,371,2.216,1.63,0.52,10.78,12.53,21.78,41.26,0.0965,1.33,2.83,91.3,54.35,98,48.89,212.94,80.681
3267,6926,Blind 2,2012,SPCL,I,8,1.70E+11,526-01-I,526,1,R1,,,MT,47.19759722,-113.42185,79.04988816,Managed,Flow (whole reach),23.18662417,1320.24646,0.98111,50.36110415,140,5.59,180.3,1.758,1.63,0.32,61.01,26.96,12.65,29.94,0.022,8.8,24.91,100,77.27,87,48.65,798.67,208.121
663,2341,Morgan,2006,CRB,K,1,1.71E+11,112-12-K,112,12,R4,Salmon-Challis,Challis Yankee,ID,44.788676,-114.249323,97.8,Managed,Other (make comment),23.72,1974.9,0.636,,,2.16,121,2.405,1.629,,,,,0,,,,100,90.48,133,7.32,,
696,971,Little Basin,2003,CRB,K,3,1.71E+11,116-10-K,116,10,R4,Salmon-Challis,Challis Yankee,ID,44.32214,-114.936275,100,Managed,,12.73,2148.3,0.908,,,2.72,116,1.207,1.629,,,,,0,,,,90,75,110,16.22,,
1285,1803,Deep,2005,CRB,I,5,1.70E+11,030-19-I,30,19,R1,Kootenai,Libby,MT,48.267744,-115.549088,90.49,Managed,Flow (Whole Reach),21.19,855.9,1.359,49.95244736,20,7.03,184,2.701,1.628,0.24,27.17,13.15,16.72,55.87,0.061,2.27,6.13,82.61,30.43,100,39.02,478.26,194.551
1439,5554,Minam,2010,CRB,I,5,1.71E+11,140-10-I,140,10,R6,Wallowa-Whitman,Eagle Cap,OR,45.177948,-117.459114,100,Reference,Flow (whole reach),69.27,1483,1.494,72.43637971,20,17.44,250,0.34,1.628,0.53,24,55,27.51,46.44,0.06,9.24,10.47,83.87,61.29,92,46.88,1548,776.662
341,4894,Van Buren,2009,CRB,I,4,1.71E+11,070-02-I,70,2,R1,Nez Perce,Red River ,ID,45.532402,-116.083206,100,Managed,Flow (whole reach),21.41,1537.4,1.164,42.49662634,10,7.65,161,1,1.626,0.44,24.84,40.31,17.93,20.46,0.039,10.33,19.17,95,70,114,27.5,186.34,51.946
180,4124,Dudley,2008,CRB,I,3,1.70E+11,042-03-I,42,3,R1,Flathead,Hungry Horse,MT,48.300818,-113.820474,100,Managed,Flow (whole reach),11.05,1123.9,1.056,45.39872866,60,4.49,167.4,3.011,1.625,0.15,77.66,26.64,13.88,81.97,0.082,11.6,15.86,100,61.9,91,40,262.84,90.194
982,5047,Blue,2009,CRB,IK,4,1.71E+11,150-03-IK,150,3,R6,Malheur,Emigrant Creek,OR,43.807227,-119.3559,100,Managed,Flow (whole reach),10.94,1387.4,0.46,0,70,3.09,181,0.818,1.625,0.23,99.45,42.04,15.28,28.72,0.011,58.96,69.04,93.48,36.96,138,15.22,5.52,0.623
169,210,No Name,2004,CRB,I,4,1.70E+11,038-04-I,38,4,R1,Flathead,Glacier View,MT,48.727595,-114.339372,100,Managed,,4.07,1415.6,1.155,17.32529247,30,2.82,162.2,1.178,1.624,0.24,110.97,60.23,12.04,19.95,0.002,83.48,88.36,100,90.48,87,52.5,345.25,175.236
270,336,Meadow,2003,CRB,I,3,1.70E+11,057-04-I,57,4,R1,Bitterroot,Sula,MT,45.862583,-113.806389,100,Managed,,33.1,1756.4,0.867,47.67726384,40,6.37,165.5,1.142,1.623,0.47,54.38,63.75,28.94,121.52,0.035,7.57,30.53,92.86,80.95,102,36.59,54.38,17.948
442,2286,Moose,2006,CRB,IS,3,1.71E+11,087-13-IS,87,13,R4,Payette,Krassel,ID,45.34706,-115.25303,100,Reference,Flow (whole reach),33.54,1847.5,0.929,65.46233078,50,5.74,171.7,0.885,1.623,0.43,64.07,83.05,17.64,34.73,0.036,23.86,34.52,100,93.18,100,36.59,273.73,54.556
1544,1935,Fisher,2005,CRB,I,5,1.71E+11,109-10-I,109,10,R4,Sawtooth,SNRA,ID,44.056721,-114.788257,100,Managed,,23.51,2180.3,0.801,20.19220097,80,2.53,165.5,1.414,1.623,0.24,126.89,47.61,8.97,17.54,0.003,50.36,84.55,100,85.37,79,60,302.11,122.711
2176,6765,Lookout,2012,CRB,K,2,1.71E+11,142-13-K,142,13,R6,Wallowa-Whitman,La Grande,OR,45.099399,-118.507596,95.27,Managed,Flow (whole reach),16.32,1402,0.696,83.24913623,60,2.89,132.6,1.116,1.623,0.34,113.12,75.19,7.76,20.64,0.012,1.77,8.2,97.73,88.64,88,51.22,580.69,81.194
727,5307,Bearskin,2009,CRB,IS,4,1.71E+11,117-12-IS,117,12,R4,Boise,Lowman,ID,44.408234,-115.493021,100,Managed,Flow (whole reach),24.77,1964.1,1.111,,50,,169,0.243,1.622,0,0,0,,0,,,,,,,,,
1133,6681,Salmon,2012,CRB,I,2,1.71E+11,171-05-I,171,5,R4,Humboldt-Toiyabe,Mountain City,NV,41.979328,-115.898255,100,Managed,Flow (whole reach),19.44,1909.3,0.492,1.121901731,100,3.44,162.8,1.186,1.622,0.18,116.71,41.65,9.15,25.73,0.012,59.03,66.51,92.5,80,101,35.14,0,0
695,4279,Little Basin,2008,CRB,I,3,1.71E+11,116-10-I,116,10,R4,Salmon-Challis,Challis Yankee,ID,44.318051,-114.940837,100,Managed,Flow (whole reach),11.62,2162.4,0.909,47.95513506,40,3.02,167,0.97,1.62,0.37,53.89,57.07,16.29,28.47,0.0445,10.67,21.04,97.62,95.24,100,40.48,0,0
325,2217,Little Boulder,2006,CRB,I,1,1.71E+11,067-05-I,67,5,R1,Clearwater,Palouse,ID,46.769596,-116.439934,91.35,Managed,Flow (whole reach),10.61,835.3,0.994,6.012351733,30,5.28,170.7,0.955,1.618,0.28,82.02,38.9,8.37,56.59,0.002,51.33,83.92,95.24,88.1,97,42.86,298.77,82.5
811,6623,Grimes,2012,CRB,IS,4,1.71E+11,125-16-IS,125,16,R4,Boise,Idaho City,ID,44.009839,-115.719978,96.1,Managed,Flow (whole reach),15.1,2028.5,1.217,53.94849808,40,4.33,183,0.426,1.618,0.55,60.11,70.38,8.92,10.32,0.045,5.35,17.44,97.73,93.18,98,43.18,21.86,1.877
1142,5090,Dorsey,2009,CRB,I,4,1.71E+11,172-16-I,172,16,ID BLM,Twin Falls,Jarbidge,ID,42.049313,-115.520675,76.26,Managed,Flow (whole reach),54.16,1699.4,0.493,0,160,3.54,167.9,0.667,1.618,0.14,53.6,35.2,13.23,16.58,0.021,44.44,56.8,97.62,57.14,142,2.38,5.96,0.088
2047,6157,Mud,2011,CRB,K,1,1.71E+11,123-16-K,123,16,R4,Payette,New Meadows,ID,45.054161,-116.385397,100,Managed,Flow (whole reach),13.78,1297.5,0.902,41.26051307,,2.61,124,0.823,1.617,0.38,64.52,72.98,7.39,12.04,0.023,13.14,18.62,100,90,110,30.77,0,0
839,3795,Rammage,2007,CRB,K,2,1.71E+11,129-05-K,129,5,R4,Boise,Emmett,ID,44.403419,-116.207135,100,Managed,Flow (whole reach),0.58,1628.5,0.775,,,0.76,123,1.187,1.616,0.22,138.21,31.46,6.59,15.42,,,,97.62,97.62,103,35,,
2092,3893,Elk 3,2006,SPCL,I,,1.71E+11,513-07-I,513,7,R4,Boise,Lowman,ID,44.42066,-115.435929,100,Managed,Flow (whole reach),158.8,1957.6,1.138,45.14491686,,14.12,160,0.038,1.616,0.85,12.5,68.06,31.15,106.11,0.012,3.33,13.33,95.24,83.33,98,41.46,112.5,2.979
235,4144,Beefstraight,2008,CRB,I,3,1.70E+11,053-01-I,53,1,R1,Beaverhead-Deerlodge,Butte,MT,45.982653,-112.817299,73.02,Managed,Flow (whole reach),45.07,1682.1,0.607,51.85688851,170,5.56,161.5,2.062,1.615,0.29,49.54,50.15,19.09,23.98,0.053,1.92,9.58,100,92.5,113,32.5,18.58,1.208
906,1315,Little Rock,2001,CRB,I,1,1.71E+11,141-05-I,141,5,R6,Wallowa-Whitman,La Grande,OR,45.206018,-118.140983,98.23,Managed,,8,1408.5,0.736,,40,3.6,86.5,1.538,1.614,0.24,57.8,37.11,23.41,76.48,0.015,,,100,85.71,126,19.05,115.61,43.459
1955,6325,Route,2011,MRB,I,1,1.00E+11,241-04-I,241,4,R1,Lewis & Clark,Rocky Mountain,MT,47.845648,-112.918123,100,Reference,Flow (whole reach),35.73,1665.7,1.063,65.46146617,140,7.51,168,1.589,1.614,0.48,29.76,36.67,14.51,21.22,0.12,19.53,27.73,97.62,97.62,127,11.9,619.05,186.354
2029,2320,Death Canyon,2006,CRB,K,1,1.70E+11,099-12-K,99,12,R4,Salmon-Challis,Lost River,ID,43.69564,-113.707825,100,Managed,Flow (whole reach),10.57,2082,0.557,,,1.97,123,1.333,1.612,,,,,0,,,,85.71,45.24,102,25.64,,
571,6601,Carrie,2012,CRB,I,2,1.71E+11,103-01-I,103,1,R4,Sawtooth,Fairfield,ID,43.554585,-114.758248,85.97,Managed,Flow (whole reach),21.81,1857.8,0.815,43.979898,150,2.77,176.9,1.73,1.611,0.23,73.49,42,6.74,13.7,0.048,12.21,20.73,100,100,95,38.1,0,0
2676,5773,Doolittle,2010,MRB,I,5,1.00E+11,222-05-I,222,5,R1,Beaverhead-Deerlodge,Wisdom,MT,45.716594,-113.342,100,Managed,Flow (whole reach),42.71,1864,0.636,22.07334171,30,4.8,154,0.578,1.611,0.49,51.95,68.12,10.24,16.39,0.005,42.39,48.11,97.5,85,98,33.33,38.96,2.754
344,418,Fish,2004,CRB,I,4,1.71E+11,070-06-I,70,6,R1,Nez Perce,Clearwater,ID,45.84369,-116.082753,46.28,Managed,,4.38,1511,1.2,0,30,2.24,167.1,1.113,1.61,0.23,71.81,39.44,9.86,15.18,0.002,38.52,53.87,100,95.24,118,16.67,53.86,5.87
1955,2560,Route,2006,MRB,I,1,1.00E+11,241-04-I,241,4,R1,Lewis & Clark,Rocky Mountain,MT,47.845648,-112.918123,100,Reference,Flow (whole reach),35.73,1665.7,1.063,61.22037351,210,6.86,171.9,1.606,1.61,0.38,40.72,56.25,22.45,61.32,0.066,15.22,16.56,100,65.91,139,2.33,529.38,196.507
989,1421,Little Emigrant,2004,CRB,K,4,1.71E+11,150-14-K,150,14,R6,Malheur,Emigrant Creek,OR,43.808414,-119.436336,100,Managed,,33,1434.6,0.45,,,1.98,122,0.926,1.609,,,,,0,,,,80.49,80.49,95,41.46,,
3108,6354,Reynolds,2011,CRB,K,1,1.71E+11,154-08-K,154,8,R6,Malheur,Prairie City,OR,44.42780206,-118.5132735,93.36561684,Managed,Flow (whole reach),30.62626368,1326.228027,0.75584,53.65615872,50,6.3,126,1.508,1.609,0.26,111.11,78.97,26.41,22.11,0.025,3.64,12.3,100,100,115,21.43,349.21,245.586
3401,7717,Belshaw,2013,SPCL,K,3,1.71E+11,528-11-K,528,11,R6,Malheur,Blue Mountain,Oregon,44.54367791,-119.2212232,,Managed,Flow (whole reach),6.68787,1676,0.53183,,180,1.98,129.5,2.896,1.609,0.15,100.39,29.81,8.65,11.62,0.017,58.27,61.81,97.62,83.33,108,23.81,154.44,35.414
989,1418,Little Emigrant,2003,CRB,K,4,1.71E+11,150-14-K,150,14,R6,Malheur,Emigrant Creek,OR,43.808414,-119.436336,100,Managed,,33,1434.6,0.45,,,1.69,118,0.966,1.608,,,,,0,0.004,,,92.5,92.5,96,47.5,,
736,2345,Sulphur,2006,CRB,I,1,1.71E+11,118-01-I,118,1,R4,Salmon-Challis,Middle Fork,ID,44.553516,-115.41593,100,Managed,Flow (whole reach),59.12,1812,1.34,58.64820496,60,10.49,170.3,0.904,1.607,0.6,17.62,44.98,35.14,56.25,0.065,2.89,6.22,100,71.43,103,41.18,129.18,41.209
1369,5453,Porphyry,2010,CRB,I,5,1.71E+11,096-06-I,96,6,R4,Salmon-Challis,Salmon-Cobalt,ID,45.012216,-114.352719,100,Managed,Flow (whole reach),28.28,1811.7,0.558,,50,5.36,177.4,,1.607,0.69,45.1,50,12.93,12.13,0.0325,8.46,16.62,100,95.35,112,27.91,73.28,20.562
3391,7707,Beaverdam,2013,SPCL,K,,1.71E+11,528-01-K,528,1,R6,Malheur,Emigrant Creek,Oregon,43.99905837,-118.8228015,,Managed,Flow (whole reach),12.1887,1652,0.465255,,150,1.58,126.8,0.521,1.607,0.12,244.48,55.52,8.16,8.81,0.002,99.19,99.85,97.62,78.57,114,14.29,86.75,22.456
356,1859,Elk,2005,CRB,IS,2,1.71E+11,072-07-IS,72,7,R1,Clearwater,Palouse,ID,46.882483,-116.163022,85.12,Managed,,20.34,1056.9,1.341,30.52198763,20,4.68,181.5,0.182,1.606,0.48,66.12,60.06,6.82,14.43,0.002,75.15,88.51,100,90.7,66,76.74,385.67,39.647
325,399,Little Boulder,2001,CRB,I,1,1.71E+11,067-05-I,67,5,R1,Clearwater,Palouse,ID,46.769596,-116.439934,91.35,Managed,,10.61,835.3,0.994,,40,3.08,93.9,0.607,1.605,0.24,85.2,57.93,13.72,73.7,0.004,,,100,81.4,123,11.63,191.69,47.686
812,1177,Bannock,2004,CRB,I,4,1.71E+11,125-18-I,125,18,R4,Boise,Idaho City,ID,43.805206,-115.774196,100,Managed,,11.07,1341.4,0.821,0,60,2.1,163.1,2.189,1.605,0.16,61.31,28.57,14.52,28.21,0.002,83.22,89.89,95.24,76.19,111,25,128.76,8.919
2936,5726,Moccasin,2010,CRB,K,5,1.71E+11,095-14-K,95,14,R4,Salmon-Challis,Salmon-Cobalt,ID,45.124841,-114.148973,100,Managed,Flow (whole reach),16.98,2016,0.653,,,5.29,128.6,1.998,1.605,0.28,77.76,38.8,32.65,12.47,,,,100,95.24,112,23.81,,
762,6142,Cabin,2011,CRB,I,1,1.71E+11,121-06-I,121,6,R4,Boise,Cascade,ID,44.666789,-115.684233,100,Managed,Flow (whole reach),31.11,1569.9,1.115,73.08451235,20,6.08,163,0.791,1.604,0.32,55.21,76.69,10.63,13.96,0.0475,18.09,24.31,42.5,30,77,62.5,319.02,77.609
422,6581,Dillinger,2012,CRB,I,1,1.71E+11,086-04-I,86,4,R4,Payette,Krassel,ID,45.496212,-115.189458,100,Reference,Flow (whole reach),6.51,1970.8,1.028,28.57641371,30,3.07,173.4,0.646,1.603,0.26,115.34,77.22,6.41,16.58,0.006,20.77,41.69,100,97.62,84,57.14,161.48,41.021
2183,3834,N.F. Willow,2007,MRB,I,2,1.01E+11,211-01-I,211,1,R1,Gallatin,Bozeman,MT,45.764519,-110.741153,100,Managed,Flow (whole reach),5.37,1896.2,0.924,14.26732704,180,2.02,167.8,1.716,1.601,0.13,143.03,51.01,13.2,39.01,0.028,26.6,31.08,97.62,83.33,115,28.57,11.92,0.224
262,328,Chicken,2004,CRB,I,4,1.70E+11,056-03-I,56,3,R1,Bitterroot,West Fork,MT,45.59899,-114.326823,100,Managed,,24.66,1555.4,0.917,55.88415712,30,4.23,167.2,1.28,1.6,0.26,65.79,52.99,25.44,44.78,0.034,31.1,34.11,90,52.5,89,51.85,293.06,35.092
210,5675,Meadow,2010,CRB,IS,4,1.70E+11,049-02-IS,49,2,R1,Helena,Lincoln,MT,47.121806,-112.806327,100,Reference,Flow (whole reach),17.69,1791.8,1.086,68.97184034,70,6.85,171.7,0.961,1.599,0.48,46.59,62.03,17.01,24.13,0.029,1.1,3.22,97.62,71.43,110,35.9,192.2,20.332
2047,2371,Mud,2006,CRB,K,1,1.71E+11,123-16-K,123,16,R4,Payette,New Meadows,ID,45.054161,-116.385397,100,Managed,Flow (whole reach),13.78,1297.5,0.902,,,3.28,126,0.857,1.599,,,,,0,,,,97.62,92.86,106,35.71,,
971,3772,Camp,2007,CRB,K,2,1.71E+11,148-03-K,148,3,R6,Malheur,Blue Mountain ,OR,44.05544,-119.136665,100,Managed,Flow (whole reach),30.98,1614.3,0.532,,,2.98,125,0.784,1.598,0.38,88,64.32,13.73,32.67,,,,78.95,76.32,91,50,,
2971,5757,W.F. LaMarche,2010,MRB,I,5,1.00E+11,224-12-I,224,12,R1,Beaverhead-Deerlodge,Wise River,MT,45.95146,-113.261387,100,Reference,Flow (whole reach),51.11,1901,1.041,46.65981299,30,8.42,187.8,2.396,1.598,0.86,31.95,100,8.1,16.27,0.006,43.44,72.78,97.83,93.48,72,76.09,31.95,1.774
325,6022,Little Boulder,2011,CRB,I,1,1.71E+11,067-05-I,67,5,R1,Clearwater,Palouse,ID,46.769596,-116.439934,91.35,Managed,Flow (whole reach),10.61,835.3,0.994,14.72691612,30,3.11,162.8,0.78,1.596,0.26,98.28,53.56,8.16,11.88,0.005,56.17,70.76,100,82.5,109,30,257.99,37.83
327,6028,Feather,2011,CRB,I,1,1.71E+11,067-16-I,67,16,R1,Clearwater,Palouse,ID,46.915817,-116.403426,77.99,Managed,Flow (whole reach),13.76,884.1,1.063,0.445767036,30,3.43,164.7,0.446,1.596,0.31,78.93,50.33,5.78,6.87,0.002,97.38,97.64,95,77.5,97,42.5,151.79,17.231
403,3655,Little Elk,2007,CRB,IK,2,1.71E+11,083-07-IK,83,7,ID BLM,Coeur dAlene,Cottonwood,ID,45.883578,-115.463598,100,Managed,Flow (whole reach),14.13,1272.3,1.074,35.88707485,30,2.91,169.8,0.889,1.596,0.26,70.67,48.41,9.61,42.51,0.031,22.42,33.42,97.62,97.62,93,42.86,41.22,6.424
488,6591,Kenney,2012,CRB,IKS,4,1.71E+11,092-13-IKS,92,13,ID BLM,Idaho Falls,Salmon,ID,45.039718,-113.624211,96.72,Managed,Flow (whole reach),53.67,1482.6,0.656,27.05660584,40,7.37,172,1.773,1.596,0.25,23.26,12.97,32.37,24.32,0.054,2.67,17.5,97.62,47.62,129,12.5,238.37,31.956
1134,3716,Cat,2007,CRB,I,2,1.71E+11,171-06-I,171,6,R4,Humboldt-Toiyabe,Mountain City,NV,41.990037,-115.771478,84.98,Managed,Other (make comment),15.94,1849.8,0.421,0,120,2.35,164.4,1.356,1.596,0.17,97.32,45.13,13.84,62.54,0.002,67.47,72.07,90.48,54.76,121,20.51,0,0
1172,7673,Denio,2013,CNTRCT,I,,1.71E+11,500-01-I,500,1,OR-WA BLM,Burns,Andrews,OR,42.019989,-118.678399,90.38,Managed,Flow (whole reach),13.29,1617.5,0.435,0,290,1.26,166.8,3.363,1.596,0.12,167.87,32.07,5.54,8.22,0.009,55.8,65.57,95,82.5,117,27.5,17.99,0.589
218,268,Landers Fork,2004,CRB,I,4,1.70E+11,049-11-I,49,11,R1,Helena,Lincoln,MT,47.167533,-112.706736,99.93,Reference,,49.37,1865.4,1.039,71.42362782,140,7,165.9,0.832,1.595,0.39,36.17,84.39,29.69,44.89,0.059,1.44,5.22,92.86,54.76,104,31.25,156.72,40.908
941,7485,Barney,2013,CRB,K,3,1.71E+11,145-05-K,145,5,R6,Wallowa-Whitman,Whitman ,OR,44.398343,-118.294759,100,Managed,Flow (whole reach),10.07,1377.1,0.82,45.99004608,150,3.98,114,4.386,1.594,0.18,131.58,35.79,11.17,34.09,0.023,11.23,23.05,97.37,55.26,100,42.86,280.7,71.779
246,4853,E.F. Rock,2009,CRB,I,4,1.70E+11,054-06-I,54,6,R1,Beaverhead-Deerlodge,Pintler,MT,46.085945,-113.365657,100,Reference,Flow (whole reach),43.8,1871.3,0.878,90.13257402,80,7.01,213.3,1.172,1.593,0.52,51.57,61.7,12.01,15.78,0.041,2.48,5.76,85.71,71.43,86,61.9,914.21,249.745
685,7447,Hanna,2013,CRB,I,3,1.71E+11,116-02-I,116,2,R4,Sawtooth,SNRA,ID,44.309513,-115.051483,100,Managed,Flow (whole reach),4.55,2005.2,0.882,24.98202991,90,1.19,162.8,0.627,1.593,0.13,135.14,48.03,3.97,4.88,0.011,21.51,32,100,95,84,50,0,0
2606,7600,Home,2013,MRB,I,3,1.01E+11,202-12-I,202,12,R1,Custer,Ashland,MT,45.570098,-106.058487,85.68,Managed,Flow (whole reach),103.23,982,0.368,1.656428876,310,4.04,158,0.095,1.593,0.32,25.32,48.16,10.73,11.15,0.002,100,100,100,81.58,124,13.16,126.58,5.411
